transaction_id,account_id,customer_name,account_type,amount,balance_after,transaction_type,category,transaction_date,description,merchant,location,is_recurring,flagged_suspicious,channel
TXN000022,ACC1263,Sarah Miller,Business,-33.58,33381.06,debit,Subscription,2025-11-17 10:49:52,Subscription - Subscription,Subscription,"New York, MA",True,False,ATM
TXN000023,ACC1112,Dorothy Robinson,Savings,-123.21,22977.58,debit,Groceries,2025-01-09 10:49:52,Groceries - Safeway,Safeway,"Los Angeles, IL",False,False,Online
TXN000024,ACC1147,Jennifer Johnson,Checking,-72.04,11757.95,debit,Gas Station,2025-06-17 10:49:52,Gas Station - Gas Station,Gas Station,"Boston, CO",False,False,Branch
TXN000025,ACC1193,David Hernandez,Checking,438.53,9997.16,credit,Dividend,2025-02-14 10:49:52,Dividend - Dividend,Dividend,"Jacksonville, TX",False,False,Online
TXN000026,ACC1271,Ronald Scott,Savings,4256.7,6392.58,credit,Bonus,2024-12-19 10:49:52,Bonus - Bonus,Bonus,"Denver, MI",False,False,Online
TXN000027,ACC1118,Elizabeth Robinson,Savings,-81.79,43969.04,debit,Transportation,2025-02-03 10:49:52,Transportation - Lyft,Lyft,"Seattle, NY",False,False,ATM
TXN000028,ACC1305,William Rodriguez,Savings,339.29,31458.66,credit,Interest,2025-01-01 10:49:52,Interest - Interest,Interest,"Los Angeles, MA",False,False,Online
TXN000029,ACC1387,Jeffrey Robinson,Savings,-60.83,39851.76,debit,Groceries,2025-04-06 10:49:52,Groceries - Walmart,Walmart,"Austin, TX",False,False,Branch
TXN000030,ACC1339,Amanda Jones,Savings,-153.75,44149.23,debit,Healthcare,2025-09-19 10:49:52,Healthcare - CVS Pharmacy,CVS Pharmacy,"Philadelphia, WA",False,False,ATM
TXN000031,ACC1177,Emily Nguyen,Business,-80.0,30367.24,debit,ATM Withdrawal,2025-11-29 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Phoenix, CA",False,False,Mobile
TXN000032,ACC1243,Donald Jackson,Checking,-52.1,38463.66,debit,Entertainment,2025-08-02 10:49:52,Entertainment - Spotify,Spotify,"Detroit, WA",False,False,Online
TXN000033,ACC1069,Kenneth Taylor,Checking,-105.65,34587.27,debit,Dining,2025-07-26 10:49:52,Dining - Starbucks,Starbucks,"Chicago, MI",False,False,ATM
TXN000034,ACC1138,Gary Johnson,Savings,-303.45,18177.33,debit,Subscription,2025-03-14 10:49:52,Subscription - Subscription,Subscription,"Detroit, TX",True,False,Branch
TXN000035,ACC1171,Mark Sanchez,Business,-76.6,13542.27,debit,Groceries,2025-02-06 10:49:52,Groceries - Trader Joe's,Trader Joe's,"Atlanta, CA",False,False,Mobile
TXN000036,ACC1204,Sharon Lee,Business,-164.2,13467.41,debit,Insurance,2025-06-20 10:49:52,Insurance - Insurance,Insurance,"Jacksonville, CA",False,False,Online
TXN000037,ACC1255,Joshua Ramirez,Business,-490.75,14126.31,debit,Gas Station,2025-05-20 10:49:52,Gas Station - Gas Station,Gas Station,"Jacksonville, TX",False,False,Online
TXN000038,ACC1114,Lisa Garcia,Savings,-87.37,26837.17,debit,Groceries,2025-09-30 10:49:52,Groceries - Kroger,Kroger,"San Jose, AZ",False,False,ATM
TXN000039,ACC1292,Sandra Perez,Checking,-277.57,39529.53,debit,Shopping,2025-05-29 10:49:52,Shopping - Apple Store,Apple Store,"Atlanta, GA",False,False,Mobile
TXN000040,ACC1181,Donna Rodriguez,Business,277.81,44429.95,credit,Dividend,2025-03-12 10:49:52,Dividend - Dividend,Dividend,"Detroit, CA",False,False,Mobile
TXN000041,ACC1039,Gary Jones,Business,-20.0,38232.13,debit,ATM Withdrawal,2025-07-07 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Diego, IL",False,False,ATM
TXN000042,ACC1259,Ronald Moore,Checking,-165.92,29599.65,debit,Groceries,2025-10-19 10:49:52,Groceries - Safeway,Safeway,"Atlanta, NY",False,True,Online
TXN000043,ACC1007,James Hernandez,Business,144.62,21233.82,credit,Dividend,2025-05-03 10:49:52,Dividend - Dividend,Dividend,"Seattle, PA",False,False,ATM
TXN000044,ACC1077,Joshua Miller,Checking,-265.6,14651.23,debit,Subscription,2025-04-23 10:49:52,Subscription - Subscription,Subscription,"Chicago, FL",True,False,Online
TXN000045,ACC1125,Jason Scott,Savings,-52.0,45950.71,debit,Entertainment,2025-11-07 10:49:52,Entertainment - Netflix,Netflix,"Los Angeles, IL",False,False,Online
TXN000046,ACC1244,Sharon Miller,Business,6217.07,35740.44,credit,Salary,2025-01-19 10:49:52,Salary - Salary,Salary,"Seattle, TX",True,False,Branch
TXN000047,ACC1049,Jacob Thomas,Savings,-80.55,40780.6,debit,Groceries,2025-09-24 10:49:52,Groceries - Safeway,Safeway,"Los Angeles, IL",False,False,Online
TXN000048,ACC1279,Robert Martin,Savings,-69.46,7632.1,debit,Groceries,2024-12-16 10:49:52,Groceries - Walmart,Walmart,"Phoenix, MA",False,False,Online
TXN000049,ACC1289,John Brown,Savings,-425.47,13568.29,debit,Pharmacy,2025-06-22 10:49:52,Pharmacy - Pharmacy,Pharmacy,"Phoenix, IL",False,False,Phone
TXN000050,ACC1028,Jason Hill,Checking,4274.04,20261.35,credit,Bonus,2025-05-31 10:49:52,Bonus - Bonus,Bonus,"Boston, TX",False,False,Online
TXN000051,ACC1231,Timothy Robinson,Savings,-278.75,43389.09,debit,Transportation,2025-07-17 10:49:52,Transportation - ExxonMobil,ExxonMobil,"Boston, IL",False,False,Online
TXN000052,ACC1127,Emily King,Savings,-116.99,32386.51,debit,Utilities,2025-12-07 10:49:52,Utilities - Verizon,Verizon,"Phoenix, MA",True,False,ATM
TXN000053,ACC1003,Barbara Nguyen,Savings,-183.16,2256.11,debit,Shopping,2025-01-29 10:49:52,Shopping - Best Buy,Best Buy,"Philadelphia, WA",False,False,Online
TXN000054,ACC1209,Gary Garcia,Savings,4123.49,18445.48,credit,Salary,2025-01-24 10:49:52,Salary - Salary,Salary,"Austin, MA",True,True,Online
TXN000055,ACC1399,Jacob Lewis,Business,453.55,1615.25,credit,Interest,2025-04-11 10:49:52,Interest - Interest,Interest,"Philadelphia, MA",False,False,Online
TXN000056,ACC1138,Gary Johnson,Savings,-91.8,17419.98,debit,Utilities,2025-07-11 10:49:52,Utilities - Spectrum,Spectrum,"Chicago, FL",True,False,ATM
TXN000057,ACC1321,Patricia Hill,Business,-101.8,41600.57,debit,Subscription,2025-02-15 10:49:52,Subscription - Subscription,Subscription,"Boston, TX",True,False,Online
TXN000058,ACC1442,Gary Gonzalez,Checking,-218.16,7354.88,debit,Transportation,2025-10-08 10:49:52,Transportation - Airport Parking,Airport Parking,"Austin, TX",False,False,ATM
TXN000059,ACC1204,Sharon Lee,Business,-368.76,13940.99,debit,Dining,2025-09-28 10:49:52,Dining - Uber Eats,Uber Eats,"Austin, MA",False,False,Mobile
TXN000060,ACC1187,Joshua Garcia,Checking,107.9,6574.02,credit,Interest,2025-09-13 10:49:52,Interest - Interest,Interest,"Detroit, NY",False,False,Online
TXN000061,ACC1363,Linda Lewis,Checking,-149.21,41246.84,debit,Gas Station,2025-07-05 10:49:52,Gas Station - Gas Station,Gas Station,"Phoenix, CA",False,False,Mobile
TXN000062,ACC1367,George White,Savings,-41.61,20084.62,debit,Healthcare,2025-10-02 10:49:52,Healthcare - Quest Diagnostics,Quest Diagnostics,"Miami, WA",False,False,Mobile
TXN000063,ACC1185,William Sanchez,Savings,-270.77,5283.46,debit,Gas Station,2025-02-01 10:49:52,Gas Station - Gas Station,Gas Station,"Jacksonville, PA",False,False,ATM
TXN000064,ACC1331,Paul Wilson,Business,-483.57,6235.98,debit,Healthcare,2025-07-16 10:49:52,Healthcare - Hospital Copay,Hospital Copay,"Houston, TX",False,False,Mobile
TXN000065,ACC1286,Richard White,Business,-114.41,45377.7,debit,Subscription,2025-06-26 10:49:52,Subscription - Subscription,Subscription,"Miami, AZ",True,False,ATM
TXN000066,ACC1054,Laura Rodriguez,Savings,-79.02,9958.75,debit,Utilities,2025-06-04 10:49:52,Utilities - National Grid,National Grid,"Denver, TX",True,False,Online
TXN000067,ACC1050,Matthew Miller,Checking,-228.96,32857.17,debit,Online Purchase,2025-05-10 10:49:52,Online Purchase - Online Purchase,Online Purchase,"Houston, NY",False,False,Mobile
TXN000068,ACC1347,Mark Perez,Checking,-125.74,4482.79,debit,Online Purchase,2025-09-16 10:49:52,Online Purchase - Online Purchase,Online Purchase,"Detroit, WA",False,False,ATM
TXN000069,ACC1208,Emily Lopez,Business,-2601.2,21902.15,debit,Rent/Mortgage,2025-06-28 10:49:52,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"San Antonio, CO",True,False,Online
TXN000070,ACC1361,Jennifer Lewis,Business,-377.4,32592.67,debit,Dining,2025-09-29 10:49:52,Dining - Starbucks,Starbucks,"Detroit, PA",False,False,ATM
TXN000071,ACC1059,Linda Hernandez,Savings,-247.29,1188.57,debit,Pharmacy,2025-10-09 10:49:52,Pharmacy - Pharmacy,Pharmacy,"Boston, TX",False,False,Mobile
TXN000072,ACC1317,Amanda Miller,Business,355.93,26741.23,credit,Dividend,2025-05-09 10:49:52,Dividend - Dividend,Dividend,"Chicago, AZ",False,False,ATM
TXN000073,ACC1060,Deborah Taylor,Savings,79.27,15104.57,credit,Dividend,2025-06-24 10:49:52,Dividend - Dividend,Dividend,"Phoenix, MA",False,False,Online
TXN000074,ACC1276,Patricia Flores,Business,-40.0,17005.56,debit,ATM Withdrawal,2025-08-15 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Philadelphia, TX",False,False,Mobile
TXN000075,ACC1444,Jeffrey Garcia,Business,-136.61,49356.24,debit,Groceries,2025-06-22 10:49:52,Groceries - Trader Joe's,Trader Joe's,"Miami, GA",False,False,Online
TXN000076,ACC1364,Carol Garcia,Business,-87.79,33354.05,debit,Shopping,2024-12-23 10:49:52,Shopping - Macy's,Macy's,"San Diego, CA",False,False,ATM
TXN000077,ACC1148,John Flores,Checking,287.17,13013.29,credit,Transfer In,2025-08-18 10:49:52,Transfer In - Transfer In,Transfer In,"Houston, TX",False,False,Online
TXN000078,ACC1188,Rebecca Hill,Business,-25.6,39574.11,debit,Gas Station,2025-09-13 10:49:52,Gas Station - Gas Station,Gas Station,"Seattle, TX",False,False,Mobile
TXN000079,ACC1127,Emily King,Savings,-128.94,31869.27,debit,Groceries,2025-01-21 10:49:52,Groceries - Walmart,Walmart,"Houston, CA",False,False,Mobile
TXN000080,ACC1353,Laura Torres,Business,-307.08,32553.85,debit,Online Purchase,2025-03-02 10:49:52,Online Purchase - Online Purchase,Online Purchase,"San Antonio, TX",False,False,Online
TXN000081,ACC1273,Ryan White,Business,-88.35,38060.67,debit,Insurance,2025-05-05 10:49:52,Insurance - Insurance,Insurance,"Miami, TX",False,False,Mobile
TXN000082,ACC1211,Christopher Perez,Savings,-434.19,35789.13,debit,Dining,2025-12-02 10:49:52,Dining - Chipotle,Chipotle,"San Diego, AZ",False,False,Mobile
TXN000083,ACC1390,Melissa Scott,Checking,-247.28,35979.99,debit,Healthcare,2025-10-25 10:49:52,Healthcare - Hospital Copay,Hospital Copay,"Denver, IL",False,False,Branch
TXN000084,ACC1048,Gary Wilson,Business,-142.72,8408.66,debit,Online Purchase,2025-07-28 10:49:52,Online Purchase - Online Purchase,Online Purchase,"Austin, NY",False,False,Mobile
TXN000085,ACC1048,Gary Wilson,Business,-319.25,8258.44,debit,Shopping,2025-06-09 10:49:52,Shopping - Apple Store,Apple Store,"Detroit, MA",False,False,Online
TXN000086,ACC1109,Timothy Lopez,Business,-415.03,29253.06,debit,Transportation,2025-09-14 10:49:52,Transportation - Shell,Shell,"Atlanta, TX",False,False,Mobile
TXN000087,ACC1024,Kimberly Nguyen,Savings,1722.39,44679.68,credit,Freelance,2024-12-16 10:49:52,Freelance - Freelance,Freelance,"Philadelphia, CO",False,False,Phone
TXN000088,ACC1220,Michelle Scott,Checking,-455.16,28871.96,debit,Online Purchase,2025-02-27 10:49:52,Online Purchase - Online Purchase,Online Purchase,"Dallas, IL",False,False,Online
TXN000089,ACC1191,Michelle Torres,Business,-40.0,4389.69,debit,ATM Withdrawal,2025-06-28 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Diego, WA",False,False,Mobile
TXN000090,ACC1001,Joseph Johnson,Business,-83.17,14996.41,debit,Utilities,2025-08-30 10:49:52,Utilities - National Grid,National Grid,"New York, NY",True,False,Mobile
TXN000091,ACC1441,Margaret Flores,Savings,-2194.25,34639.05,debit,Rent/Mortgage,2025-06-22 10:49:52,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Houston, TX",True,False,Branch
TXN000092,ACC1071,Joshua Robinson,Savings,-377.81,47511.31,debit,Pharmacy,2025-11-01 10:49:52,Pharmacy - Pharmacy,Pharmacy,"Phoenix, IL",False,False,ATM
TXN000093,ACC1333,Gary King,Business,363.99,16734.95,credit,Refund,2025-10-25 10:49:52,Refund - Refund,Refund,"Seattle, CO",False,False,ATM
TXN000094,ACC1052,Michael Miller,Checking,5537.44,20755.74,credit,Salary,2025-06-22 10:49:52,Salary - Salary,Salary,"Seattle, TX",True,False,ATM
TXN000095,ACC1331,Paul Wilson,Business,304.49,6504.44,credit,Interest,2025-10-15 10:49:52,Interest - Interest,Interest,"New York, CA",False,False,Mobile
TXN000096,ACC1097,Emily Thompson,Business,-324.85,26039.71,debit,Dining,2025-08-18 10:49:52,Dining - Chipotle,Chipotle,"San Diego, GA",False,False,ATM
TXN000097,ACC1456,Thomas Ramirez,Business,-467.29,46416.12,debit,Transportation,2025-06-24 10:49:52,Transportation - Lyft,Lyft,"Seattle, FL",False,False,ATM
TXN000098,ACC1242,Gary Wright,Checking,-41.13,31148.79,debit,Gas Station,2024-12-15 10:49:52,Gas Station - Gas Station,Gas Station,"Los Angeles, CA",False,False,Online
TXN000099,ACC1147,Jennifer Johnson,Checking,-384.72,10872.09,debit,Insurance,2025-12-02 10:49:52,Insurance - Insurance,Insurance,"Detroit, MI",False,False,Online
TXN000100,ACC1159,Ryan Martinez,Savings,4884.41,9935.3,credit,Bonus,2025-02-25 10:49:52,Bonus - Bonus,Bonus,"Boston, IL",False,False,Online
TXN000101,ACC1489,Thomas Miller,Savings,-83.79,19466.78,debit,Groceries,2025-02-05 10:49:52,Groceries - Costco,Costco,"Los Angeles, CA",False,False,Mobile
TXN000102,ACC1090,Donald Hernandez,Checking,77.23,43935.14,credit,Dividend,2024-12-13 10:49:52,Dividend - Dividend,Dividend,"Jacksonville, FL",False,False,Mobile
TXN000103,ACC1133,Anthony Clark,Savings,3873.99,45936.49,credit,Bonus,2025-04-24 10:49:52,Bonus - Bonus,Bonus,"Houston, NY",False,False,Online
TXN000104,ACC1269,Donna Perez,Checking,487.77,23563.85,credit,Dividend,2025-10-25 10:49:52,Dividend - Dividend,Dividend,"Denver, FL",False,False,Online
TXN000105,ACC1291,Anthony Nguyen,Checking,1648.02,41681.0,credit,Bonus,2025-01-29 10:49:52,Bonus - Bonus,Bonus,"Houston, CA",False,False,ATM
TXN000106,ACC1440,Jessica Taylor,Savings,-16.44,36378.19,debit,Entertainment,2025-06-22 10:49:52,Entertainment - AMC Theatres,AMC Theatres,"Philadelphia, CA",False,False,Branch
TXN000107,ACC1380,Richard Allen,Business,-55.05,41827.76,debit,Entertainment,2025-05-20 10:49:52,Entertainment - Steam,Steam,"Chicago, FL",False,False,Mobile
TXN000108,ACC1027,Michael Davis,Checking,1176.82,32675.98,credit,Freelance,2024-12-31 10:49:52,Freelance - Freelance,Freelance,"Chicago, CO",False,False,Mobile
TXN000109,ACC1160,Paul Flores,Business,-231.09,38894.82,debit,Insurance,2025-03-20 10:49:52,Insurance - Insurance,Insurance,"San Jose, CA",False,False,Online
TXN000110,ACC1253,Cynthia Jackson,Business,-101.73,27292.88,debit,Gas Station,2025-02-23 10:49:52,Gas Station - Gas Station,Gas Station,"Seattle, NY",False,False,Online
TXN000111,ACC1430,Linda Jones,Business,-239.22,32302.52,debit,Groceries,2025-11-09 10:49:52,Groceries - Whole Foods,Whole Foods,"San Jose, TX",False,False,Phone
TXN000112,ACC1215,Cynthia Clark,Checking,-243.96,10111.28,debit,Groceries,2025-12-07 10:49:52,Groceries - Trader Joe's,Trader Joe's,"Los Angeles, CA",False,False,Online
TXN000113,ACC1359,Barbara Flores,Business,-487.4,25489.69,debit,Shopping,2025-10-01 10:49:52,Shopping - Amazon,Amazon,"Phoenix, MA",False,False,Online
TXN000114,ACC1223,Donna Allen,Business,-1591.93,15286.88,debit,Rent/Mortgage,2025-05-18 10:49:52,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Boston, TX",True,False,Online
TXN000115,ACC1039,Gary Jones,Business,-2949.84,38184.38,debit,Rent/Mortgage,2025-02-25 10:49:52,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Denver, CO",True,False,ATM
TXN000116,ACC1184,Michael Taylor,Savings,-73.27,7368.99,debit,Entertainment,2025-04-22 10:49:52,Entertainment - Steam,Steam,"Chicago, PA",False,False,Online
TXN000117,ACC1361,Jennifer Lewis,Business,-77.3,32576.86,debit,Groceries,2025-02-21 10:49:52,Groceries - Walmart,Walmart,"San Diego, FL",False,False,ATM
TXN000118,ACC1154,Ashley Miller,Business,-1077.71,39185.49,debit,Rent/Mortgage,2025-07-27 10:49:52,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Detroit, CA",True,False,ATM
TXN000119,ACC1407,Amanda Thomas,Business,2370.02,21107.88,credit,Salary,2025-03-31 10:49:52,Salary - Salary,Salary,"Boston, FL",True,False,Branch
TXN000120,ACC1044,Ashley Anderson,Checking,-459.13,18561.93,debit,Dining,2024-12-19 10:49:52,Dining - Starbucks,Starbucks,"San Antonio, CO",False,False,ATM
TXN000121,ACC1434,George White,Savings,-65.65,47275.87,debit,Transportation,2025-01-02 10:49:52,Transportation - ExxonMobil,ExxonMobil,"Seattle, MA",False,False,Online
TXN000122,ACC1219,Patricia Hill,Checking,4587.37,35699.14,credit,Bonus,2025-04-27 10:49:52,Bonus - Bonus,Bonus,"Phoenix, CA",False,False,Mobile
TXN000123,ACC1332,Sharon Davis,Savings,-441.98,33864.26,debit,Healthcare,2025-01-08 10:49:52,Healthcare - Quest Diagnostics,Quest Diagnostics,"Boston, AZ",False,False,Mobile
TXN000124,ACC1409,John Harris,Savings,-200.0,3806.06,debit,ATM Withdrawal,2025-06-21 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Jacksonville, GA",False,False,Online
TXN000125,ACC1468,Joshua Walker,Checking,-197.25,40408.04,debit,Transportation,2024-12-21 10:49:52,Transportation - Lyft,Lyft,"San Diego, NY",False,False,Mobile
TXN000126,ACC1030,Mary Davis,Business,-267.07,45315.6,debit,Shopping,2025-04-06 10:49:52,Shopping - Macy's,Macy's,"Houston, CA",False,False,Online
TXN000127,ACC1418,Ronald Wright,Savings,-32.67,14182.13,debit,Online Purchase,2025-09-28 10:49:52,Online Purchase - Online Purchase,Online Purchase,"Boston, FL",False,False,Phone
TXN000128,ACC1089,Edward Flores,Business,165.82,8611.28,credit,Interest,2025-11-30 10:49:52,Interest - Interest,Interest,"New York, FL",False,False,Online
TXN000129,ACC1289,John Brown,Savings,-494.06,12898.46,debit,Pharmacy,2025-09-11 10:49:52,Pharmacy - Pharmacy,Pharmacy,"Atlanta, CA",False,False,ATM
TXN000130,ACC1113,Margaret Allen,Savings,10.33,39695.23,credit,Transfer In,2025-10-18 10:49:52,Transfer In - Transfer In,Transfer In,"Phoenix, TX",False,False,Branch
TXN000131,ACC1433,Jeffrey Williams,Checking,-34.82,5170.27,debit,Groceries,2025-12-03 10:49:52,Groceries - Kroger,Kroger,"Houston, FL",False,False,Phone
TXN000132,ACC1192,Richard Wilson,Business,-80.0,11292.88,debit,ATM Withdrawal,2025-05-29 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Phoenix, PA",False,False,Online
TXN000133,ACC1328,David Brown,Checking,-60.0,9666.19,debit,ATM Withdrawal,2025-12-05 10:49:52,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Jacksonville, CA",False,False,Mobile
TXN000134,ACC1194,Elizabeth Hernandez,Checking,-150.79,21940.54,debit,Online Purchase,2024-12-08 10:49:52,Online Purchase - Online Purchase,Online Purchase,"Boston, CA",False,False,Online
TXN000135,ACC1415,Nancy Rodriguez,Checking,-99.55,35797.18,debit,Entertainment,2025-08-19 10:49:52,Entertainment - Netflix,Netflix,"Chicago, CA",False,False,Online
TXN000136,ACC1326,Margaret Harris,Savings,-255.42,22745.73,debit,Utilities,2025-07-24 10:49:52,Utilities - Spectrum,Spectrum,"San Antonio, CA",True,False,Online
TXN000137,ACC1403,Jessica Brown,Checking,2288.88,22170.33,credit,Salary,2025-07-20 10:49:52,Salary - Salary,Salary,"Philadelphia, WA",True,False,Online
TXN000138,ACC1280,Donald Wright,Checking,-242.35,20220.58,debit,Pharmacy,2025-03-01 10:49:52,Pharmacy - Pharmacy,Pharmacy,"Los Angeles, CA",False,False,Online
TXN000139,ACC1054,Laura Rodriguez,Savings,4495.69,10588.89,credit,Bonus,2025-02-28 10:49:52,Bonus - Bonus,Bonus,"Detroit, IL",False,False,Phone
TXN000140,ACC1458,Lisa Hernandez,Savings,-124.89,47213.13,debit,Groceries,2025-03-02 10:49:52,Groceries - Safeway,Safeway,"Seattle, PA",False,False,Online
TXN000141,ACC1499,Patricia Hill,Savings,281.52,13908.89,credit,Dividend,2025-09-10 10:49:52,Dividend - Dividend,Dividend,"San Jose, CA",False,False,ATM
TXN000142,ACC1293,James Moore,Checking,-81.03,49530.25,debit,Shopping,2024-12-09 10:49:52,Shopping - Best Buy,Best Buy,"San Jose, GA",False,False,ATM
TXN000143,ACC1088,Ashley Miller,Savings,-168.39,39903.01,debit,Utilities,2025-05-14 10:49:52,Utilities - Con Edison,Con Edison,"Atlanta, GA",True,False,Online
TXN000144,ACC1329,Michael Garcia,Savings,-1927.55,22492.41,debit,Rent/Mortgage,2025-06-15 10:49:52,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Los Angeles, TX",True,False,Online
TXN000145,ACC1429,Amanda Flores,Savings,-63.25,14098.26,debit,Groceries,2025-11-14 10:49:52,Groceries - Safeway,Safeway,"Jacksonville, MI",False,False,Mobile
TXN000146,ACC1117,Ashley Walker,Business,-196.62,43167.75,debit,Pharmacy,2025-09-08 10:49:52,Pharmacy - Pharmacy,Pharmacy,"Atlanta, CA",False,False,ATM
TXN000147,ACC1463,Karen Hernandez,Business,-140.46,32115.78,debit,Groceries,2025-09-26 10:49:52,Groceries - Kroger,Kroger,"Phoenix, TX",False,False,Online
TXN000148,ACC1486,Michael Torres,Business,-123.18,10673.17,debit,Entertainment,2024-12-29 10:49:52,Entertainment - Spotify,Spotify,"Seattle, TX",False,False,Mobile
TXN000149,ACC1428,Jeffrey Thompson,Savings,-455.85,3157.55,debit,Transportation,2025-01-21 10:49:52,Transportation - Uber,Uber,"Boston, MI",False,False,Online
TXN000150,ACC1235,Karen Young,Checking,-203.04,7469.91,debit,Groceries,2025-10-04 10:49:52,Groceries - Kroger,Kroger,"Seattle, TX",False,False,ATM
TXN000151,ACC1302,Linda Walker,Savings,-281.23,22566.03,debit,Utilities,2025-01-28 10:49:52,Utilities - AT&T,AT&T,"Detroit, FL",True,False,Online
TXN000152,ACC1336,Steven Jackson,Savings,-239.16,6983.69,debit,Subscription,2025-04-28 10:49:52,Subscription - Subscription,Subscription,"Boston, CA",True,False,Branch
TXN000153,ACC1354,Dorothy Lee,Checking,-240.23,22078.73,debit,Online Purchase,2025-06-16 10:49:52,Online Purchase - Online Purchase,Online Purchase,"San Jose, CA",False,False,Online
