application_id,customer_id,application_date,first_name,last_name,age,gender,marital_status,dependents,education,employment_status,employer,years_employed,annual_income,monthly_expenses,existing_debt,credit_score,credit_history_years,num_credit_accounts,num_late_payments,bankruptcies,loan_purpose,loan_amount_requested,loan_term_months,property_ownership,state,debt_to_income_ratio,approved,approval_score,interest_rate_offered,rejection_reason
APP00038,CUST10038,2025-02-23,Barbara,Torres,47,Other,Single,0,High School,Part-time,Manufacturing Corp,10,34858.99,1689.55,14253.07,746,25,2,0,0,Auto Loan,64862.49,72,Rent,CO,44.64,False,44,,Employment status
APP00039,CUST10039,2025-10-03,John,Sanchez,54,Other,Married,0,Bachelor's,Full-time,Government Corp,21,93658.28,3747.37,15096.98,654,19,6,1,0,Medical,5849.22,24,Rent,CA,8.5,True,64,10.29,
APP00040,CUST10040,2025-05-24,Karen,Gonzalez,67,Female,Divorced,2,Bachelor's,Full-time,Finance Corp,9,71593.72,2776.14,27902.34,740,9,7,1,0,Auto Loan,16704.59,36,Own,IL,20.77,True,87,7.05,
APP00041,CUST10041,2025-01-02,Margaret,Thompson,19,Female,Married,2,High School,Full-time,Retail Corp,0,47471.99,1729.33,603.46,608,1,5,2,0,Personal,10539.95,48,Rent,MA,5.97,False,46,,Incomplete application
APP00042,CUST10042,2025-06-10,Jessica,Hernandez,66,Female,Single,1,High School,Full-time,Retail Corp,0,115848.7,3889.64,24046.01,786,14,5,0,0,Education,156194.45,120,Rent,FL,20.4,True,86,5.96,
APP00043,CUST10043,2025-08-06,Richard,Thompson,41,Male,Widowed,1,Some College,Retired,,20,53461.39,3381.13,6130.92,698,2,3,0,0,Medical,47567.33,36,Own,MA,33.48,False,47,,High DTI ratio
APP00044,CUST10044,2025-06-16,Daniel,Torres,18,Other,Married,1,High School,Full-time,Finance Corp,0,28893.96,1864.9,8613.35,611,0,3,3,0,Personal,39302.95,12,Rent,CA,145.96,False,21,,Too many recent inquiries
APP00045,CUST10045,2025-10-22,Nancy,White,74,Female,Single,0,High School,Retired,,0,51462.27,3240.1,10386.48,610,2,5,0,0,Home Purchase,448288.77,300,Rent,TX,41.57,False,36,,High DTI ratio
APP00046,CUST10046,2025-02-03,Edward,Williams,52,Female,Married,1,Some College,Full-time,Manufacturing Corp,14,91895.52,3474.89,686.39,771,20,1,1,0,Vacation,12638.31,12,Rent,IL,14.0,True,87,3.73,
APP00047,CUST10047,2025-08-09,James,Martin,48,Female,Married,1,Master's,Full-time,Finance Corp,4,141259.47,5741.31,25821.01,749,5,3,1,0,Debt Consolidation,19529.44,60,Rent,TX,8.86,True,89,8.01,
APP00048,CUST10048,2025-05-25,Charles,Anderson,60,Other,Widowed,3,Bachelor's,Full-time,Manufacturing Corp,16,56635.24,2977.44,2979.81,695,9,9,0,0,Medical,17703.49,60,Rent,CA,8.01,True,67,10.25,
APP00049,CUST10049,2025-02-19,Thomas,Lee,45,Other,Single,0,Bachelor's,Full-time,Finance Corp,12,73069.89,3221.24,23085.71,811,19,3,0,0,Home Purchase,623555.16,360,Rent,NY,38.98,True,76,5.95,
APP00050,CUST10050,2025-07-21,Brian,Gonzalez,58,Male,Married,4,Bachelor's,Unemployed,,0,14561.7,735.12,3299.63,501,11,8,2,0,Medical,25344.69,24,Own,MI,94.58,False,-2,,High DTI ratio
APP00051,CUST10051,2025-06-13,Steven,Perez,69,Female,Married,2,Doctorate,Unemployed,,0,11580.12,434.73,4419.38,545,8,7,0,0,Personal,34846.16,36,Other,IL,113.03,False,-2,,Low credit score
APP00052,CUST10052,2025-03-17,Jessica,Scott,63,Male,Married,5,Some College,Full-time,Tech Corp,6,111131.47,6421.22,53692.76,713,12,4,1,0,Business,104198.84,60,Rent,FL,34.86,True,86,6.55,
APP00053,CUST10053,2025-01-28,Karen,Torres,73,Other,Single,1,Bachelor's,Full-time,Manufacturing Corp,7,53289.67,3274.19,18483.38,732,25,4,1,0,Vacation,21319.53,24,Rent,PA,31.57,True,86,6.5,
APP00054,CUST10054,2025-05-10,Jason,Gonzalez,35,Male,Single,2,Bachelor's,Full-time,Government Corp,9,147223.17,5931.89,71551.11,652,17,1,1,0,Medical,18342.34,60,Rent,AZ,18.69,True,75,11.34,
APP00055,CUST10055,2025-06-26,William,Brown,66,Other,Single,0,Master's,Full-time,Tech Corp,7,60065.41,3931.0,11749.94,632,9,1,2,0,Debt Consolidation,39406.68,24,Own,WA,39.32,False,45,,Employment status
APP00056,CUST10056,2025-10-25,Jessica,Nguyen,61,Other,Married,2,Bachelor's,Full-time,Healthcare Corp,26,81036.69,3038.51,25800.32,731,24,6,1,0,Business,158102.3,60,Rent,TX,49.63,True,66,6.93,
APP00057,CUST10057,2025-10-24,Karen,Jones,74,Female,Married,2,High School,Retired,,22,56420.25,3181.04,10762.21,633,16,2,0,0,Education,178166.21,60,Rent,TX,69.52,False,18,,High DTI ratio
APP00058,CUST10058,2025-01-06,Susan,Garcia,64,Other,Single,0,Bachelor's,Part-time,Government Corp,23,26980.94,1147.47,11287.6,510,9,2,1,0,Education,67226.2,180,Rent,WA,30.56,False,33,,Insufficient income
APP00059,CUST10059,2025-12-05,Rebecca,Taylor,40,Female,Married,1,Master's,Full-time,Retail Corp,19,69101.79,3498.78,7649.16,676,22,1,0,0,Personal,15923.49,48,Own,TX,9.45,True,73,12.33,
APP00060,CUST10060,2024-12-28,Susan,Nguyen,71,Female,Married,0,Some College,Self-employed,,14,192192.15,10079.48,34661.93,767,17,1,0,0,Auto Loan,22635.77,48,Own,MA,8.96,True,99,4.55,
APP00061,CUST10061,2025-07-29,Stephanie,Ramirez,60,Female,Single,1,Bachelor's,Retired,,11,28641.58,1884.21,1414.95,523,8,3,0,0,Debt Consolidation,6086.5,36,Own,NY,8.73,False,28,,Low credit score
APP00062,CUST10062,2025-03-06,Dorothy,Robinson,62,Female,Divorced,2,Some College,Student,,0,6579.34,354.5,2132.65,598,24,4,2,0,Debt Consolidation,14422.15,60,Rent,FL,54.65,False,2,,High DTI ratio
APP00063,CUST10063,2025-04-22,Kenneth,Martin,24,Other,Married,1,Some College,Retired,,3,23617.3,1492.44,7551.34,542,6,5,2,0,Medical,19081.6,48,Own,TX,30.86,False,27,,High DTI ratio
APP00064,CUST10064,2025-10-20,Dorothy,Johnson,25,Other,Single,0,High School,Full-time,Government Corp,6,52421.1,3236.49,7763.66,528,5,1,1,0,Vacation,36510.27,60,Rent,MA,18.87,True,57,18.31,
APP00065,CUST10065,2024-12-28,Amanda,Sanchez,26,Male,Married,3,Bachelor's,Retired,,4,24145.04,826.05,3909.52,533,8,3,2,0,Business,132348.51,60,Rent,CO,115.03,False,-3,,High DTI ratio
APP00066,CUST10066,2025-07-08,Ashley,Anderson,46,Other,Married,0,Bachelor's,Part-time,Retail Corp,5,19319.36,1190.01,8283.48,578,19,6,0,0,Home Purchase,307755.19,180,Own,CO,120.49,False,10,,Incomplete application
APP00067,CUST10067,2025-01-16,Deborah,Taylor,63,Other,Single,0,Master's,Self-employed,,22,91874.72,3818.61,41346.05,642,18,2,1,0,Business,100480.07,120,Rent,FL,25.94,True,57,16.56,
APP00068,CUST10068,2025-07-31,Richard,Allen,63,Other,Married,1,Bachelor's,Full-time,Tech Corp,30,71943.93,4786.16,29535.77,652,1,6,0,0,Home Improvement,37404.78,60,Rent,CA,24.08,True,67,11.33,
APP00069,CUST10069,2025-07-16,Linda,Thompson,48,Other,Married,2,High School,Unemployed,,0,2218.2,103.24,631.91,571,22,4,1,0,Education,36447.23,120,Rent,GA,173.81,False,-10,,Incomplete application
APP00070,CUST10070,2025-10-16,Joshua,Perez,32,Male,Married,1,Some College,Full-time,Tech Corp,12,75038.75,4945.94,36775.69,692,14,4,0,0,Medical,11490.49,60,Own,NY,19.4,True,78,10.57,
APP00071,CUST10071,2025-01-22,Edward,Hernandez,64,Male,Divorced,3,Bachelor's,Full-time,Government Corp,12,118584.74,7134.51,38504.88,693,13,5,2,0,Debt Consolidation,42608.27,12,Rent,TX,46.75,True,55,12.64,
APP00072,CUST10072,2025-06-05,Sarah,Perez,29,Other,Married,0,Some College,Full-time,Tech Corp,8,54206.28,2272.63,2459.19,705,11,5,0,0,Medical,44557.9,48,Own,CA,22.06,True,78,7.2,
APP00073,CUST10073,2025-01-12,Linda,White,24,Male,Single,2,Bachelor's,Full-time,Finance Corp,4,49089.99,1993.67,9443.77,663,6,6,1,0,Vacation,5566.03,36,Own,FL,10.19,True,50,13.0,
APP00074,CUST10074,2025-05-16,Karen,Hill,41,Female,Single,0,Bachelor's,Full-time,Manufacturing Corp,16,140229.31,5456.72,2127.4,694,4,5,1,0,Debt Consolidation,27829.79,48,Rent,TX,5.47,True,61,13.68,
APP00075,CUST10075,2025-05-30,Karen,Flores,39,Male,Single,2,Some College,Retired,,15,57144.26,2263.56,26972.41,587,13,4,1,0,Vacation,42429.66,48,Own,IL,34.3,False,42,,Low credit score
APP00076,CUST10076,2025-05-01,Kathleen,Nguyen,24,Female,Single,3,Bachelor's,Self-employed,,2,45462.09,2946.32,17205.66,595,6,3,2,0,Education,184576.73,180,Rent,TX,39.68,False,40,,Employment status
APP00077,CUST10077,2025-09-04,David,Young,19,Male,Single,3,High School,Full-time,Manufacturing Corp,0,33037.86,1807.1,8220.06,685,1,2,1,0,Personal,32434.85,36,Own,CA,41.02,False,49,,Low credit score
APP00078,CUST10078,2025-06-15,Michael,Martin,42,Other,Married,1,Master's,Full-time,Tech Corp,14,146776.84,9540.32,54200.29,664,8,5,2,0,Home Purchase,676622.29,360,Rent,FL,27.68,True,76,13.25,
APP00079,CUST10079,2025-04-10,Elizabeth,Wilson,49,Other,Married,1,Master's,Full-time,Finance Corp,12,117637.9,7162.47,12118.46,748,12,7,2,0,Home Purchase,131663.72,360,Rent,NY,7.16,True,73,8.77,
APP00080,CUST10080,2025-07-05,Stephanie,Williams,27,Other,Single,3,Master's,Full-time,Retail Corp,4,49846.93,3061.66,16957.82,653,7,2,1,0,Business,179340.34,180,Rent,TX,35.33,True,70,10.55,
APP00081,CUST10081,2025-02-05,Gary,Taylor,56,Male,Divorced,2,Bachelor's,Full-time,Finance Corp,17,98476.62,4357.19,6346.24,629,24,4,1,0,Home Purchase,587201.24,360,Own,TX,22.02,True,57,14.56,
APP00082,CUST10082,2025-08-19,Ronald,Jackson,52,Male,Single,1,Doctorate,Full-time,Retail Corp,15,109885.57,4063.36,21697.25,630,8,4,1,0,Business,43986.11,60,Own,MI,14.59,True,56,21.6,
APP00083,CUST10083,2025-11-12,Deborah,Lopez,23,Other,Married,2,High School,Self-employed,,1,167089.55,9607.15,36601.68,632,2,2,2,0,Home Improvement,24617.69,36,Rent,CA,12.21,True,54,17.54,
APP00084,CUST10084,2025-08-23,Karen,Perez,73,Male,Single,0,Bachelor's,Retired,,10,56873.59,3143.24,11127.66,640,15,2,3,0,Education,105856.2,60,Own,CA,43.75,False,19,,Employment status
APP00085,CUST10085,2024-12-16,William,Thomas,56,Other,Married,0,Bachelor's,Full-time,Healthcare Corp,11,88979.72,3079.97,2523.16,764,4,4,1,0,Debt Consolidation,29620.55,36,Rent,MI,12.04,True,82,4.52,
APP00086,CUST10086,2025-11-05,James,Harris,18,Female,Divorced,0,Bachelor's,Full-time,Healthcare Corp,0,45342.65,2191.06,12778.44,515,0,3,1,0,Auto Loan,70705.2,36,Own,NY,61.37,False,7,,Employment status
APP00087,CUST10087,2025-06-24,Steven,Thompson,58,Female,Divorced,0,Some College,Full-time,Tech Corp,13,114359.86,6882.37,12799.15,735,5,2,0,0,Debt Consolidation,25440.04,36,Own,PA,11.15,True,79,7.91,
APP00088,CUST10088,2025-07-23,Edward,Wright,72,Female,Married,3,Some College,Full-time,Government Corp,12,78156.17,2952.0,16457.37,682,17,4,0,0,Education,61417.66,180,Own,CO,12.26,True,73,11.3,
APP00089,CUST10089,2025-08-05,Margaret,Gonzalez,54,Male,Married,3,Bachelor's,Full-time,Manufacturing Corp,13,111152.43,3893.62,20830.89,749,7,3,1,0,Education,182562.01,180,Own,AZ,17.2,True,79,6.64,
APP00090,CUST10090,2025-11-01,Christopher,Harris,51,Female,Married,1,Master's,Full-time,Finance Corp,13,116023.95,5091.48,32915.58,654,8,5,2,0,Home Purchase,585778.73,360,Rent,AZ,26.29,True,65,10.37,
APP00091,CUST10091,2024-12-18,Thomas,Young,38,Male,Divorced,0,Master's,Part-time,Healthcare Corp,2,30267.85,1325.02,10233.4,749,12,4,0,0,Vacation,38089.29,12,Own,IL,137.11,False,27,,High DTI ratio
APP00092,CUST10092,2025-09-21,Margaret,Martin,71,Male,Divorced,0,High School,Full-time,Retail Corp,3,93626.22,4782.13,22240.32,730,20,3,0,0,Education,127103.49,180,Rent,TX,16.97,True,75,6.87,
APP00093,CUST10093,2025-06-21,Jacob,Moore,62,Female,Single,0,High School,Self-employed,,0,72396.27,3827.77,32910.8,731,12,1,0,0,Auto Loan,58151.49,48,Rent,AZ,35.23,True,73,8.27,
APP00094,CUST10094,2025-02-15,Nancy,Lewis,75,Other,Single,3,Some College,Full-time,Finance Corp,3,84423.69,5608.26,37420.41,718,22,4,0,0,Education,179980.68,60,Own,PA,57.41,False,47,,Too many recent inquiries
APP00095,CUST10095,2025-06-12,Dorothy,Jackson,63,Female,Single,1,Some College,Self-employed,,16,163718.13,10392.17,1306.11,689,1,4,0,0,Education,130492.2,180,Rent,PA,5.58,True,78,11.09,
APP00096,CUST10096,2025-09-16,Lisa,Brown,59,Male,Single,2,Doctorate,Full-time,Manufacturing Corp,0,71464.53,4132.18,1445.58,701,1,2,0,0,Personal,49826.93,36,Own,TX,23.92,True,84,7.98,
APP00097,CUST10097,2025-07-04,Betty,Walker,42,Other,Single,1,Master's,Full-time,Government Corp,8,122575.95,6342.83,22480.06,685,16,3,1,0,Business,146949.82,120,Own,WA,18.1,True,76,13.27,
APP00098,CUST10098,2025-04-11,David,Lewis,60,Male,Single,1,High School,Full-time,Manufacturing Corp,25,96635.58,3984.43,1111.67,697,3,5,0,0,Education,175758.85,60,Rent,TX,36.76,True,54,13.03,
APP00099,CUST10099,2025-10-17,Mary,Smith,65,Male,Single,3,High School,Self-employed,,29,177927.13,10355.74,56136.27,630,3,5,2,0,Auto Loan,25155.85,72,Own,TX,12.87,True,60,20.29,
APP00100,CUST10100,2025-12-05,Barbara,Smith,45,Female,Married,2,High School,Self-employed,,9,69622.88,4018.55,11153.76,646,19,2,5,0,Home Purchase,601885.42,360,Rent,TX,34.16,True,66,15.54,
APP00101,CUST10101,2025-12-02,Linda,Lewis,29,Male,Single,1,Master's,Full-time,Finance Corp,2,43182.33,2007.5,12424.29,641,11,2,0,0,Home Improvement,16846.77,60,Own,TX,17.39,False,46,,Employment status
APP00102,CUST10102,2025-08-17,Andrew,Wilson,45,Female,Divorced,0,High School,Full-time,Retail Corp,2,91028.31,5079.49,12809.92,681,23,3,0,0,Home Improvement,28874.79,36,Rent,IL,15.26,True,65,9.32,
APP00103,CUST10103,2025-08-15,Barbara,Lee,55,Female,Married,1,Bachelor's,Self-employed,,7,185461.03,9812.3,41801.71,796,2,3,1,0,Auto Loan,51998.07,60,Rent,CA,13.12,True,95,4.43,
APP00104,CUST10104,2025-07-10,Edward,Robinson,74,Male,Divorced,5,Bachelor's,Full-time,Retail Corp,27,114641.22,6237.22,25919.03,741,13,8,1,0,Medical,25863.07,48,Own,MA,13.18,True,74,8.21,
APP00105,CUST10105,2025-06-26,Sharon,Lopez,27,Male,Single,0,Doctorate,Full-time,Manufacturing Corp,4,47356.38,1938.04,3549.36,621,9,2,0,0,Auto Loan,16065.31,72,Rent,GA,8.15,True,50,15.58,
APP00106,CUST10106,2025-10-15,Amy,Ramirez,45,Female,Single,2,Bachelor's,Retired,,15,26392.83,1586.76,882.92,551,14,4,4,0,Home Purchase,347358.58,180,Rent,GA,88.86,False,0,,Insufficient income
APP00107,CUST10107,2025-06-15,Christopher,Perez,58,Other,Widowed,1,High School,Full-time,Retail Corp,11,93293.61,4406.57,15911.1,760,7,2,1,0,Auto Loan,53942.53,60,Rent,AZ,17.25,True,91,5.52,
APP00108,CUST10108,2025-12-05,Sandra,Lee,58,Other,Married,0,Master's,Retired,,7,58901.11,2922.65,20566.19,747,16,8,1,0,Business,122124.26,120,Rent,CA,32.37,True,59,8.9,
APP00109,CUST10109,2025-03-16,Kenneth,Allen,74,Female,Married,2,Some College,Full-time,Tech Corp,15,102513.46,4259.73,23715.94,742,21,6,1,0,Education,39228.84,180,Own,MA,10.26,True,78,6.2,
APP00110,CUST10110,2025-10-09,Amanda,Flores,48,Other,Single,0,Bachelor's,Full-time,Government Corp,28,130531.58,5199.26,39470.86,629,17,4,0,0,Education,109822.1,120,Own,TX,18.49,True,67,15.6,
APP00111,CUST10111,2025-01-17,Timothy,Ramirez,62,Female,Married,0,Master's,Self-employed,,4,31855.38,1536.16,402.71,691,13,7,0,0,Business,60742.0,120,Rent,WA,19.49,True,70,12.22,
APP00112,CUST10112,2025-05-22,Jeffrey,Lee,24,Male,Single,5,Master's,Retired,,4,38237.73,1882.7,5444.34,536,5,8,1,0,Home Improvement,36783.35,48,Own,AZ,28.8,False,33,,Too many recent inquiries
APP00113,CUST10113,2025-05-22,Timothy,Scott,19,Other,Married,0,High School,Part-time,Manufacturing Corp,0,27926.57,1603.71,11674.33,652,1,3,0,0,Medical,13009.93,60,Own,CA,23.25,False,41,,Low credit score
APP00114,CUST10114,2025-07-07,William,Rodriguez,27,Female,Married,3,Bachelor's,Full-time,Manufacturing Corp,0,46535.27,2365.05,22623.57,590,9,5,4,0,Home Improvement,9133.67,36,Rent,IL,22.75,False,40,,Too many recent inquiries
APP00115,CUST10115,2024-12-20,Karen,Scott,70,Male,Married,0,Bachelor's,Full-time,Retail Corp,1,64507.82,2240.95,7334.42,700,25,2,0,0,Debt Consolidation,10186.21,36,Own,MI,9.05,True,71,7.93,
APP00116,CUST10116,2025-03-20,Karen,Rodriguez,50,Other,Single,1,Some College,Full-time,Retail Corp,0,77126.77,3469.11,18981.95,704,3,5,1,0,Medical,5866.51,36,Rent,CA,10.74,True,83,7.65,
APP00117,CUST10117,2025-02-27,Melissa,Allen,75,Male,Married,2,Some College,Self-employed,,6,97520.85,4313.86,13722.02,763,9,5,0,0,Debt Consolidation,29130.35,60,Own,MA,10.66,True,97,4.44,
APP00118,CUST10118,2025-01-31,Andrew,Lewis,19,Other,Divorced,0,Some College,Full-time,Manufacturing Corp,1,49193.37,3005.6,4546.26,636,1,4,3,0,Vacation,39650.75,24,Own,MA,43.38,False,21,,Incomplete application
APP00119,CUST10119,2025-03-23,Joshua,White,47,Female,Divorced,3,Some College,Full-time,Healthcare Corp,14,116350.59,7695.54,18028.61,628,20,1,3,0,Business,62941.06,60,Rent,TX,15.98,True,56,20.64,
APP00120,CUST10120,2025-04-27,Gary,Walker,53,Male,Single,1,Some College,Full-time,Manufacturing Corp,30,105650.22,4083.34,46719.18,688,2,7,1,0,Home Improvement,8495.34,12,Own,NY,22.78,True,60,12.1,
