transaction_id,account_id,customer_name,account_type,amount,balance_after,transaction_type,category,transaction_date,description,merchant,location,is_recurring,flagged_suspicious,channel
TXN000011,ACC1005,Emily Wright,Savings,484.59,21985.22,credit,Interest,2024-12-19 15:19:33,Interest - Interest,Interest,"San Diego, CO",False,False,Branch
TXN000012,ACC1220,Ashley Robinson,Savings,-134.77,8573.43,debit,Transportation,2025-06-11 15:19:33,Transportation - Lyft,Lyft,"Houston, NY",False,False,Branch
TXN000013,ACC1265,Amy Jones,Savings,-415.78,46480.86,debit,Pharmacy,2025-12-07 15:19:33,Pharmacy - Pharmacy,Pharmacy,"San Antonio, TX",False,False,Online
TXN000014,ACC1134,Kevin Lewis,Savings,-333.27,16919.45,debit,Gas Station,2025-11-11 15:19:33,Gas Station - Gas Station,Gas Station,"Jacksonville, TX",False,False,Mobile
TXN000015,ACC1279,Anthony Garcia,Business,-145.4,48050.39,debit,Subscription,2025-04-13 15:19:33,Subscription - Subscription,Subscription,"Miami, CA",True,False,Mobile
TXN000016,ACC1156,Kevin Garcia,Savings,471.3,5431.93,credit,Dividend,2025-08-24 15:19:33,Dividend - Dividend,Dividend,"Los Angeles, CA",False,False,ATM
TXN000017,ACC1327,Sharon Lopez,Savings,-32.38,45091.76,debit,Pharmacy,2025-10-28 15:19:33,Pharmacy - Pharmacy,Pharmacy,"Phoenix, TX",False,False,Branch
TXN000018,ACC1264,Sharon Young,Business,374.45,23676.2,credit,Transfer In,2025-09-04 15:19:33,Transfer In - Transfer In,Transfer In,"Phoenix, FL",False,False,Mobile
TXN000019,ACC1292,Jeffrey Rodriguez,Savings,-259.76,11199.28,debit,Gas Station,2024-12-16 15:19:33,Gas Station - Gas Station,Gas Station,"Detroit, NY",False,False,ATM
TXN000020,ACC1318,John Lee,Checking,3331.65,30438.44,credit,Bonus,2025-08-06 15:19:33,Bonus - Bonus,Bonus,"Dallas, MI",False,False,Mobile
TXN000021,ACC1009,Michelle Williams,Checking,1825.4,32182.92,credit,Freelance,2025-03-04 15:19:33,Freelance - Freelance,Freelance,"San Diego, MI",False,False,ATM
TXN000022,ACC1046,Charles Perez,Savings,-286.57,16310.57,debit,Pharmacy,2025-09-23 15:19:33,Pharmacy - Pharmacy,Pharmacy,"Austin, TX",False,False,Mobile
TXN000023,ACC1116,Christopher Moore,Business,-60.0,48934.11,debit,ATM Withdrawal,2025-12-05 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Diego, MI",False,False,ATM
TXN000024,ACC1266,Emily Anderson,Business,442.3,34093.48,credit,Interest,2025-04-08 15:19:33,Interest - Interest,Interest,"Jacksonville, TX",False,False,Phone
TXN000025,ACC1442,Amanda Young,Checking,-29.28,5436.7,debit,Transportation,2025-01-13 15:19:33,Transportation - Uber,Uber,"Miami, WA",False,False,Online
TXN000026,ACC1281,Michelle Rodriguez,Business,-18.05,49679.51,debit,Gas Station,2025-01-03 15:19:33,Gas Station - Gas Station,Gas Station,"Phoenix, FL",False,False,ATM
TXN000027,ACC1018,Kimberly Rodriguez,Checking,-264.46,13049.98,debit,Transportation,2025-08-24 15:19:33,Transportation - Airport Parking,Airport Parking,"Philadelphia, FL",False,False,Online
TXN000028,ACC1249,Betty Thomas,Business,-213.68,14849.48,debit,Utilities,2025-07-18 15:19:33,Utilities - AT&T,AT&T,"New York, AZ",True,False,Online
TXN000029,ACC1095,Jeffrey Jackson,Business,377.37,35850.03,credit,Refund,2025-07-20 15:19:33,Refund - Refund,Refund,"San Jose, FL",False,False,Branch
TXN000030,ACC1432,James Wilson,Checking,-287.99,43964.28,debit,Pharmacy,2025-06-21 15:19:33,Pharmacy - Pharmacy,Pharmacy,"Dallas, CA",False,False,ATM
TXN000031,ACC1234,Sandra King,Business,3028.23,26228.52,credit,Salary,2025-02-06 15:19:33,Salary - Salary,Salary,"San Antonio, CA",True,False,Online
TXN000032,ACC1312,Laura Moore,Checking,-200.0,35237.47,debit,ATM Withdrawal,2025-08-15 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Diego, WA",False,False,Online
TXN000033,ACC1384,Nancy Allen,Business,456.45,32854.4,credit,Refund,2025-12-03 15:19:33,Refund - Refund,Refund,"Atlanta, CO",False,False,Branch
TXN000034,ACC1200,Sharon Hernandez,Savings,2634.13,44726.32,credit,Bonus,2025-09-18 15:19:33,Bonus - Bonus,Bonus,"New York, TX",False,False,ATM
TXN000035,ACC1276,Jeffrey Lewis,Business,-200.0,7195.63,debit,ATM Withdrawal,2025-03-09 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Los Angeles, NY",False,False,ATM
TXN000036,ACC1043,Carol Brown,Savings,-47.1,35234.64,debit,Entertainment,2025-11-14 15:19:33,Entertainment - Steam,Steam,"New York, TX",False,False,Branch
TXN000037,ACC1121,Thomas Harris,Business,3157.23,21406.11,credit,Bonus,2025-04-19 15:19:33,Bonus - Bonus,Bonus,"San Antonio, MA",False,False,Mobile
TXN000038,ACC1109,Anthony Nguyen,Business,-38.25,23511.7,debit,Gas Station,2025-01-14 15:19:33,Gas Station - Gas Station,Gas Station,"Chicago, CO",False,False,Online
TXN000039,ACC1011,Melissa Anderson,Business,-257.79,12671.23,debit,Utilities,2025-08-12 15:19:33,Utilities - AT&T,AT&T,"Houston, NY",True,False,Online
TXN000040,ACC1383,Kathleen Nguyen,Business,-211.23,10724.93,debit,Healthcare,2025-08-14 15:19:33,Healthcare - Quest Diagnostics,Quest Diagnostics,"Philadelphia, NY",False,False,ATM
TXN000041,ACC1026,Mark Rodriguez,Savings,-120.0,45386.03,debit,ATM Withdrawal,2025-09-04 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Boston, TX",False,False,ATM
TXN000042,ACC1091,Steven Jones,Savings,-113.07,26133.24,debit,Healthcare,2025-10-26 15:19:33,Healthcare - CVS Pharmacy,CVS Pharmacy,"Dallas, TX",False,False,Mobile
TXN000043,ACC1362,Emily Garcia,Business,-101.96,35245.79,debit,Groceries,2025-07-26 15:19:33,Groceries - Costco,Costco,"Denver, WA",False,False,Online
TXN000044,ACC1001,Ryan Perez,Savings,-101.31,8881.85,debit,Insurance,2024-12-13 15:19:33,Insurance - Insurance,Insurance,"Denver, CO",False,False,Branch
TXN000045,ACC1178,Emily Thompson,Business,-175.03,31854.58,debit,Utilities,2025-11-27 15:19:33,Utilities - Spectrum,Spectrum,"Dallas, TX",True,False,Mobile
TXN000046,ACC1033,Richard Thompson,Savings,-225.05,19508.84,debit,Insurance,2025-05-11 15:19:33,Insurance - Insurance,Insurance,"Seattle, IL",False,False,Branch
TXN000047,ACC1401,Deborah Davis,Savings,-31.4,9628.51,debit,Transportation,2025-09-29 15:19:33,Transportation - Uber,Uber,"Miami, MA",False,False,Mobile
TXN000048,ACC1335,Robert Martinez,Checking,-481.51,2736.49,debit,Insurance,2024-12-28 15:19:33,Insurance - Insurance,Insurance,"Chicago, WA",False,False,Online
TXN000049,ACC1426,Dorothy White,Checking,-377.34,15089.9,debit,Online Purchase,2025-05-09 15:19:33,Online Purchase - Online Purchase,Online Purchase,"San Antonio, WA",False,False,Mobile
TXN000050,ACC1053,Jason Lopez,Business,-273.81,30045.63,debit,Dining,2025-01-01 15:19:33,Dining - McDonald's,McDonald's,"Austin, MI",False,False,Mobile
TXN000051,ACC1295,Patricia Jones,Business,378.68,20571.3,credit,Interest,2025-03-19 15:19:33,Interest - Interest,Interest,"Atlanta, MA",False,False,ATM
TXN000052,ACC1319,Susan Allen,Business,-394.65,15279.65,debit,Dining,2025-09-16 15:19:33,Dining - Chipotle,Chipotle,"Phoenix, CA",False,False,Mobile
TXN000053,ACC1169,Amy Moore,Business,-388.44,45888.44,debit,Online Purchase,2025-10-25 15:19:33,Online Purchase - Online Purchase,Online Purchase,"Dallas, WA",False,False,Online
TXN000054,ACC1423,Brian Brown,Savings,-104.07,36801.71,debit,Entertainment,2025-05-27 15:19:33,Entertainment - Steam,Steam,"Seattle, IL",False,False,Mobile
TXN000055,ACC1390,Sharon Johnson,Checking,-155.68,30937.01,debit,Pharmacy,2025-11-11 15:19:33,Pharmacy - Pharmacy,Pharmacy,"Philadelphia, TX",False,False,Mobile
TXN000056,ACC1471,Joshua Wright,Checking,-476.4,32487.25,debit,Shopping,2024-12-12 15:19:33,Shopping - Best Buy,Best Buy,"San Jose, TX",False,True,Online
TXN000057,ACC1103,Jeffrey Scott,Business,-124.17,18071.4,debit,Subscription,2025-05-19 15:19:33,Subscription - Subscription,Subscription,"Dallas, PA",True,False,Phone
TXN000058,ACC1344,Laura Harris,Savings,-82.82,20700.39,debit,Entertainment,2025-09-06 15:19:33,Entertainment - Spotify,Spotify,"Los Angeles, CA",False,False,Mobile
TXN000059,ACC1015,Timothy Smith,Savings,407.06,4537.38,credit,Dividend,2025-01-06 15:19:33,Dividend - Dividend,Dividend,"Los Angeles, GA",False,False,Mobile
TXN000060,ACC1222,Anthony Harris,Checking,-260.67,42042.89,debit,Shopping,2025-08-19 15:19:33,Shopping - Nordstrom,Nordstrom,"New York, TX",False,False,ATM
TXN000061,ACC1063,Anthony Davis,Savings,-483.81,50202.51,debit,Gas Station,2025-08-25 15:19:33,Gas Station - Gas Station,Gas Station,"Los Angeles, CA",False,False,Online
TXN000062,ACC1087,Paul Davis,Checking,-380.05,48933.73,debit,Healthcare,2025-06-11 15:19:33,Healthcare - CVS Pharmacy,CVS Pharmacy,"San Diego, NY",False,False,ATM
TXN000063,ACC1495,Amanda King,Checking,-2684.39,35807.79,debit,Rent/Mortgage,2025-11-07 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Jacksonville, FL",True,False,ATM
TXN000064,ACC1290,Daniel Wright,Checking,-275.45,46876.49,debit,Shopping,2025-10-20 15:19:33,Shopping - Macy's,Macy's,"Denver, IL",False,False,Mobile
TXN000065,ACC1295,Patricia Jones,Business,-194.77,21207.7,debit,Healthcare,2025-11-18 15:19:33,Healthcare - Walgreens,Walgreens,"Chicago, IL",False,False,Online
TXN000066,ACC1378,Mary Jackson,Business,-64.55,3609.55,debit,Entertainment,2025-10-20 15:19:33,Entertainment - Steam,Steam,"Seattle, CA",False,False,Mobile
TXN000067,ACC1428,Sharon Hill,Savings,-30.48,28102.61,debit,Dining,2025-04-29 15:19:33,Dining - Starbucks,Starbucks,"Jacksonville, CO",False,False,ATM
TXN000068,ACC1050,Rebecca King,Business,-42.52,7755.07,debit,Groceries,2025-08-13 15:19:33,Groceries - Walmart,Walmart,"San Diego, TX",False,False,Mobile
TXN000069,ACC1285,Jessica Miller,Checking,-142.5,45692.98,debit,Entertainment,2025-06-13 15:19:33,Entertainment - AMC Theatres,AMC Theatres,"Austin, TX",False,False,ATM
TXN000070,ACC1439,Karen Sanchez,Savings,-38.26,32852.66,debit,Insurance,2025-06-02 15:19:33,Insurance - Insurance,Insurance,"Atlanta, PA",False,False,ATM
TXN000071,ACC1353,Amy Hernandez,Business,-36.32,48707.58,debit,Online Purchase,2025-02-26 15:19:33,Online Purchase - Online Purchase,Online Purchase,"Los Angeles, WA",False,False,Branch
TXN000072,ACC1189,Edward Scott,Business,4701.76,45186.32,credit,Bonus,2025-09-27 15:19:33,Bonus - Bonus,Bonus,"Phoenix, WA",False,False,Mobile
TXN000073,ACC1125,John Harris,Business,-80.14,34555.42,debit,Entertainment,2025-11-03 15:19:33,Entertainment - AMC Theatres,AMC Theatres,"Denver, WA",False,False,Mobile
TXN000074,ACC1077,Donna Johnson,Business,4884.7,13569.87,credit,Salary,2025-02-02 15:19:33,Salary - Salary,Salary,"Detroit, CA",True,False,Online
TXN000075,ACC1105,Edward Jones,Business,-200.0,40214.42,debit,ATM Withdrawal,2025-11-19 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Seattle, CA",False,False,Mobile
TXN000076,ACC1278,Brian Lopez,Savings,-231.86,3328.53,debit,Healthcare,2025-04-28 15:19:33,Healthcare - CVS Pharmacy,CVS Pharmacy,"Boston, TX",False,False,Online
TXN000077,ACC1359,Ronald Lewis,Business,-153.59,29301.94,debit,Insurance,2025-01-29 15:19:33,Insurance - Insurance,Insurance,"Chicago, PA",False,False,Mobile
TXN000078,ACC1470,Kevin White,Savings,-232.28,33673.36,debit,Insurance,2025-11-29 15:19:33,Insurance - Insurance,Insurance,"Dallas, CA",False,False,Online
TXN000079,ACC1268,Cynthia Gonzalez,Savings,-494.54,37001.35,debit,Shopping,2025-07-24 15:19:33,Shopping - Best Buy,Best Buy,"Miami, PA",False,False,Mobile
TXN000080,ACC1093,Amy Perez,Savings,122.03,30897.2,credit,Dividend,2024-12-31 15:19:33,Dividend - Dividend,Dividend,"San Diego, PA",False,False,ATM
TXN000081,ACC1191,Jacob Smith,Business,-216.46,13148.28,debit,Groceries,2025-06-15 15:19:33,Groceries - Costco,Costco,"Jacksonville, AZ",False,False,Mobile
TXN000082,ACC1411,Dorothy Sanchez,Checking,-1676.06,33754.22,debit,Rent/Mortgage,2025-01-18 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"San Diego, TX",True,False,ATM
TXN000083,ACC1330,Jennifer Miller,Checking,-1352.59,47960.96,debit,Rent/Mortgage,2025-03-08 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"New York, MA",True,False,Phone
TXN000084,ACC1446,Thomas Harris,Savings,-478.01,43655.56,debit,Subscription,2025-06-19 15:19:33,Subscription - Subscription,Subscription,"Houston, MA",True,False,ATM
TXN000085,ACC1215,Michelle Jackson,Savings,-153.31,38197.43,debit,Pharmacy,2025-10-07 15:19:33,Pharmacy - Pharmacy,Pharmacy,"New York, WA",False,False,ATM
TXN000086,ACC1238,Laura Thomas,Savings,-160.6,21753.12,debit,Groceries,2025-08-17 15:19:33,Groceries - Safeway,Safeway,"Miami, MA",False,False,Phone
TXN000087,ACC1468,Brian Wilson,Checking,-3038.52,25891.55,debit,Rent/Mortgage,2025-11-24 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"San Jose, IL",True,False,ATM
TXN000088,ACC1086,Daniel Miller,Business,-120.0,43683.78,debit,ATM Withdrawal,2025-03-21 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Los Angeles, CA",False,False,Mobile
TXN000089,ACC1174,Emily Wilson,Checking,-120.0,29979.69,debit,ATM Withdrawal,2025-02-11 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Antonio, CA",False,False,Online
TXN000090,ACC1478,Joshua Miller,Checking,-333.12,33035.46,debit,Gas Station,2025-11-08 15:19:33,Gas Station - Gas Station,Gas Station,"San Jose, TX",False,False,Online
TXN000091,ACC1432,James Wilson,Checking,-104.86,43259.19,debit,Shopping,2025-05-23 15:19:33,Shopping - Target,Target,"San Diego, TX",False,False,ATM
TXN000092,ACC1197,Stephanie Thompson,Savings,-189.1,12912.23,debit,Groceries,2025-09-22 15:19:33,Groceries - Costco,Costco,"Detroit, MI",False,False,Phone
TXN000093,ACC1484,Sharon Wilson,Savings,684.28,14969.31,credit,Freelance,2025-11-27 15:19:33,Freelance - Freelance,Freelance,"New York, GA",False,False,Branch
TXN000094,ACC1192,Steven Scott,Checking,-127.03,17439.89,debit,Subscription,2025-10-11 15:19:33,Subscription - Subscription,Subscription,"San Antonio, GA",True,False,Phone
TXN000095,ACC1082,Melissa King,Savings,-390.21,11667.14,debit,Subscription,2025-11-10 15:19:33,Subscription - Subscription,Subscription,"Miami, TX",True,False,Branch
TXN000096,ACC1134,Kevin Lewis,Savings,-25.3,16426.68,debit,Entertainment,2025-08-17 15:19:33,Entertainment - Spotify,Spotify,"Austin, CA",False,False,Phone
TXN000097,ACC1314,Cynthia Nguyen,Checking,445.31,5946.76,credit,Refund,2025-07-30 15:19:33,Refund - Refund,Refund,"Denver, CA",False,False,Online
TXN000098,ACC1280,John Davis,Business,-60.0,18864.48,debit,ATM Withdrawal,2025-10-01 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Jose, TX",False,False,Mobile
TXN000099,ACC1271,Timothy Martin,Business,-360.26,41053.51,debit,Pharmacy,2025-07-04 15:19:33,Pharmacy - Pharmacy,Pharmacy,"Jacksonville, TX",False,False,Mobile
TXN000100,ACC1254,Melissa Wright,Business,-291.28,30077.51,debit,Utilities,2025-06-05 15:19:33,Utilities - Verizon,Verizon,"Los Angeles, FL",True,False,Mobile
TXN000101,ACC1360,Sandra Martinez,Savings,-6.4,8397.68,debit,Online Purchase,2025-07-09 15:19:33,Online Purchase - Online Purchase,Online Purchase,"Austin, IL",False,False,Online
TXN000102,ACC1119,Kevin Johnson,Business,-327.46,37337.24,debit,Shopping,2025-06-02 15:19:33,Shopping - Target,Target,"Detroit, CA",False,False,Branch
TXN000103,ACC1302,Amanda Jones,Savings,-109.86,42253.35,debit,Entertainment,2025-10-08 15:19:33,Entertainment - Spotify,Spotify,"Dallas, CA",False,False,Mobile
TXN000104,ACC1201,Jennifer Jackson,Business,-332.89,17239.01,debit,Transportation,2025-06-17 15:19:33,Transportation - Lyft,Lyft,"Atlanta, TX",False,False,Branch
TXN000105,ACC1011,Melissa Anderson,Business,-49.22,11551.66,debit,Entertainment,2025-05-14 15:19:33,Entertainment - Netflix,Netflix,"San Jose, NY",False,False,Mobile
TXN000106,ACC1450,Sharon Clark,Business,-351.88,10804.74,debit,Healthcare,2025-10-25 15:19:33,Healthcare - Walgreens,Walgreens,"Miami, GA",False,False,ATM
TXN000107,ACC1280,John Davis,Business,-195.95,19655.93,debit,Groceries,2025-04-25 15:19:33,Groceries - Safeway,Safeway,"Miami, PA",False,False,Online
TXN000108,ACC1066,Thomas Moore,Business,-40.0,34980.0,debit,ATM Withdrawal,2025-01-10 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Jose, TX",False,False,ATM
TXN000109,ACC1121,Thomas Harris,Business,218.36,22302.4,credit,Interest,2025-11-22 15:19:33,Interest - Interest,Interest,"Detroit, TX",False,False,Mobile
TXN000110,ACC1138,Daniel Johnson,Checking,-280.53,9340.73,debit,Insurance,2025-02-18 15:19:33,Insurance - Insurance,Insurance,"Seattle, PA",False,False,ATM
TXN000111,ACC1032,Andrew Robinson,Checking,-129.18,14254.96,debit,Subscription,2025-10-12 15:19:33,Subscription - Subscription,Subscription,"Detroit, NY",True,False,Online
TXN000112,ACC1001,Ryan Perez,Savings,-192.72,9034.03,debit,Insurance,2025-04-16 15:19:33,Insurance - Insurance,Insurance,"San Jose, CA",False,False,Online
TXN000113,ACC1313,James Martinez,Business,192.62,44192.13,credit,Refund,2025-09-08 15:19:33,Refund - Refund,Refund,"Los Angeles, NY",False,False,ATM
TXN000114,ACC1360,Sandra Martinez,Savings,1028.63,9040.3,credit,Freelance,2025-10-01 15:19:33,Freelance - Freelance,Freelance,"Detroit, FL",False,False,ATM
TXN000115,ACC1317,Patricia Martinez,Checking,-203.26,37741.39,debit,Insurance,2025-10-28 15:19:33,Insurance - Insurance,Insurance,"Boston, CA",False,False,Mobile
TXN000116,ACC1362,Emily Garcia,Business,-100.0,34579.56,debit,ATM Withdrawal,2025-08-31 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Los Angeles, TX",False,False,Branch
TXN000117,ACC1403,Michelle Torres,Business,-54.76,11905.7,debit,Insurance,2025-06-20 15:19:33,Insurance - Insurance,Insurance,"San Jose, MA",False,False,Mobile
TXN000118,ACC1267,Deborah Perez,Savings,206.11,20606.39,credit,Dividend,2025-04-27 15:19:33,Dividend - Dividend,Dividend,"Chicago, CA",False,False,ATM
TXN000119,ACC1014,Robert Brown,Business,4862.32,47203.53,credit,Salary,2025-03-13 15:19:33,Salary - Salary,Salary,"Miami, TX",True,False,ATM
TXN000120,ACC1429,Kathleen White,Checking,-272.33,16516.31,debit,Dining,2025-10-26 15:19:33,Dining - Uber Eats,Uber Eats,"San Diego, IL",False,False,Online
TXN000121,ACC1480,Brian Johnson,Savings,-278.9,44789.65,debit,Insurance,2025-06-06 15:19:33,Insurance - Insurance,Insurance,"Philadelphia, TX",False,False,Online
TXN000122,ACC1285,Jessica Miller,Checking,486.7,46704.73,credit,Refund,2025-09-04 15:19:33,Refund - Refund,Refund,"Detroit, CA",False,False,Mobile
TXN000123,ACC1325,Ronald Wilson,Business,-93.58,41402.56,debit,Subscription,2025-05-19 15:19:33,Subscription - Subscription,Subscription,"Boston, PA",True,False,Online
TXN000124,ACC1201,Jennifer Jackson,Business,-131.38,16930.6,debit,Groceries,2025-02-28 15:19:33,Groceries - Trader Joe's,Trader Joe's,"New York, CA",False,False,Online
TXN000125,ACC1034,Robert Garcia,Checking,-440.13,19077.4,debit,Pharmacy,2025-09-23 15:19:33,Pharmacy - Pharmacy,Pharmacy,"Phoenix, CA",False,False,Online
TXN000126,ACC1431,Deborah Thompson,Savings,-177.21,25692.63,debit,Groceries,2025-08-20 15:19:33,Groceries - Safeway,Safeway,"New York, GA",False,False,Online
TXN000127,ACC1428,Sharon Hill,Savings,-3328.23,28531.81,debit,Rent/Mortgage,2025-02-12 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Chicago, FL",True,False,Mobile
TXN000128,ACC1403,Michelle Torres,Business,-3081.26,11636.79,debit,Rent/Mortgage,2025-11-25 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Austin, PA",True,False,Branch
TXN000129,ACC1263,Michelle Johnson,Business,-80.0,8698.21,debit,ATM Withdrawal,2025-08-27 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Los Angeles, FL",False,False,Online
TXN000130,ACC1062,Richard Jones,Business,-1457.19,45052.77,debit,Rent/Mortgage,2025-02-12 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Philadelphia, CA",True,False,Branch
TXN000131,ACC1273,Andrew Williams,Savings,5690.19,17376.41,credit,Salary,2025-08-27 15:19:33,Salary - Salary,Salary,"Phoenix, MI",True,False,Mobile
TXN000132,ACC1156,Kevin Garcia,Savings,-474.7,5559.2,debit,Healthcare,2025-04-15 15:19:33,Healthcare - Hospital Copay,Hospital Copay,"Phoenix, GA",False,False,ATM
TXN000133,ACC1203,Elizabeth Lewis,Business,-123.25,38564.0,debit,Healthcare,2025-06-30 15:19:33,Healthcare - Hospital Copay,Hospital Copay,"Denver, NY",False,False,Mobile
TXN000134,ACC1213,Jennifer Lee,Savings,-97.66,29130.72,debit,Groceries,2025-07-02 15:19:33,Groceries - Walmart,Walmart,"San Antonio, FL",False,False,Online
TXN000135,ACC1282,Kevin Anderson,Checking,-193.49,16585.11,debit,Groceries,2025-01-23 15:19:33,Groceries - Safeway,Safeway,"Houston, PA",False,False,ATM
TXN000136,ACC1299,Michelle Harris,Business,-100.0,28369.68,debit,ATM Withdrawal,2025-11-09 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Atlanta, CO",False,False,ATM
TXN000137,ACC1144,Ryan Sanchez,Checking,443.26,7956.85,credit,Transfer In,2025-06-26 15:19:33,Transfer In - Transfer In,Transfer In,"Denver, NY",False,False,Phone
TXN000138,ACC1052,Andrew Miller,Business,-200.13,28640.34,debit,Insurance,2025-11-09 15:19:33,Insurance - Insurance,Insurance,"Chicago, MA",False,False,Online
TXN000139,ACC1212,Sharon Walker,Business,-100.0,15690.19,debit,ATM Withdrawal,2024-12-22 15:19:33,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Jose, TX",False,False,Mobile
TXN000140,ACC1093,Amy Perez,Savings,-62.67,31148.47,debit,Entertainment,2025-12-04 15:19:33,Entertainment - Netflix,Netflix,"Dallas, FL",False,True,Branch
TXN000141,ACC1304,Jessica Rodriguez,Business,374.85,24425.2,credit,Refund,2025-03-28 15:19:33,Refund - Refund,Refund,"Seattle, GA",False,False,ATM
TXN000142,ACC1298,Jason Martinez,Checking,-14.49,38143.84,debit,Entertainment,2025-05-26 15:19:33,Entertainment - Spotify,Spotify,"Seattle, TX",False,False,Online
TXN000143,ACC1275,Kevin Lee,Savings,-362.72,28924.28,debit,Gas Station,2025-11-03 15:19:33,Gas Station - Gas Station,Gas Station,"Philadelphia, FL",False,False,Online
TXN000144,ACC1380,Amanda Gonzalez,Business,138.77,9363.95,credit,Refund,2025-05-06 15:19:33,Refund - Refund,Refund,"Philadelphia, TX",False,False,Mobile
TXN000145,ACC1102,Betty King,Checking,-169.68,46865.77,debit,Subscription,2025-11-19 15:19:33,Subscription - Subscription,Subscription,"Denver, TX",True,False,ATM
TXN000146,ACC1089,Ronald Torres,Savings,-112.51,6266.99,debit,Pharmacy,2025-07-07 15:19:33,Pharmacy - Pharmacy,Pharmacy,"San Diego, TX",False,False,Mobile
TXN000147,ACC1365,John Ramirez,Business,-90.24,6304.02,debit,Dining,2025-06-10 15:19:33,Dining - McDonald's,McDonald's,"Atlanta, CA",False,False,Mobile
TXN000148,ACC1125,John Harris,Business,-326.23,34457.29,debit,Gas Station,2025-07-21 15:19:33,Gas Station - Gas Station,Gas Station,"Phoenix, NY",False,False,ATM
TXN000149,ACC1080,William Clark,Business,-1449.89,40632.25,debit,Rent/Mortgage,2025-05-19 15:19:33,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Jacksonville, CA",True,False,Mobile
TXN000150,ACC1294,Patricia Martin,Business,-90.62,47413.17,debit,Shopping,2025-08-28 15:19:33,Shopping - Best Buy,Best Buy,"Jacksonville, CA",False,False,Mobile
TXN000151,ACC1493,Patricia Scott,Business,-420.87,35169.85,debit,Transportation,2025-11-09 15:19:33,Transportation - Uber,Uber,"Dallas, CO",False,False,Branch
