transaction_id,account_id,customer_name,account_type,amount,balance_after,transaction_type,category,transaction_date,description,merchant,location,is_recurring,flagged_suspicious,channel
TXN000066,ACC1185,Matthew Brown,Savings,-499.27,11779.05,debit,Transportation,2025-06-08 15:29:47,Transportation - ExxonMobil,ExxonMobil,"San Antonio, TX",False,False,ATM
TXN000067,ACC1014,Michael Hill,Checking,-80.42,36152.81,debit,Shopping,2025-03-16 15:29:47,Shopping - Macy's,Macy's,"Jacksonville, TX",False,False,Online
TXN000068,ACC1456,Kimberly Moore,Savings,462.29,9129.28,credit,Interest,2025-01-05 15:29:47,Interest - Interest,Interest,"Denver, MA",False,False,Online
TXN000069,ACC1089,Michael Jones,Savings,-131.46,2627.89,debit,Gas Station,2025-08-03 15:29:47,Gas Station - Gas Station,Gas Station,"Austin, CA",False,False,Online
TXN000070,ACC1105,Jennifer Young,Business,3768.88,32300.42,credit,Bonus,2025-07-03 15:29:47,Bonus - Bonus,Bonus,"Phoenix, WA",False,False,Mobile
TXN000071,ACC1183,Richard Torres,Checking,-217.19,19153.19,debit,Utilities,2025-10-10 15:29:47,Utilities - Verizon,Verizon,"Boston, TX",True,False,Mobile
TXN000072,ACC1067,Steven Johnson,Business,-79.28,26729.18,debit,Dining,2025-03-25 15:29:47,Dining - Chipotle,Chipotle,"Chicago, CA",False,False,Online
TXN000073,ACC1161,Susan King,Checking,-147.42,5800.62,debit,Shopping,2025-04-29 15:29:47,Shopping - Best Buy,Best Buy,"Detroit, TX",False,False,Mobile
TXN000074,ACC1090,Kimberly Nguyen,Savings,-31.86,29121.89,debit,Groceries,2025-06-14 15:29:47,Groceries - Costco,Costco,"Phoenix, CA",False,False,ATM
TXN000075,ACC1204,Deborah Lee,Checking,334.5,10186.16,credit,Dividend,2025-09-08 15:29:47,Dividend - Dividend,Dividend,"Austin, AZ",False,False,ATM
TXN000076,ACC1150,Kevin Hill,Savings,-139.91,18250.82,debit,Healthcare,2025-09-27 15:29:47,Healthcare - Walgreens,Walgreens,"Austin, NY",False,False,ATM
TXN000077,ACC1121,Jacob Davis,Business,322.29,29052.51,credit,Refund,2025-04-14 15:29:47,Refund - Refund,Refund,"Seattle, FL",False,False,Online
TXN000078,ACC1143,Jacob Robinson,Checking,-108.73,20916.68,debit,Dining,2025-03-17 15:29:47,Dining - McDonald's,McDonald's,"Boston, AZ",False,False,Online
TXN000079,ACC1446,John Flores,Savings,-405.48,48194.62,debit,Gas Station,2025-03-19 15:29:47,Gas Station - Gas Station,Gas Station,"New York, TX",False,False,ATM
TXN000080,ACC1278,Joshua Garcia,Savings,-242.18,4592.0,debit,Utilities,2025-01-28 15:29:47,Utilities - Con Edison,Con Edison,"Philadelphia, GA",True,False,Branch
TXN000081,ACC1237,Amy Miller,Checking,-102.16,9960.79,debit,Subscription,2025-07-01 15:29:47,Subscription - Subscription,Subscription,"Jacksonville, MI",True,False,Online
TXN000082,ACC1336,Sharon Robinson,Business,4353.14,32082.2,credit,Bonus,2025-10-09 15:29:47,Bonus - Bonus,Bonus,"San Antonio, CA",False,False,Online
TXN000083,ACC1313,Mary Flores,Checking,-101.22,15794.35,debit,Pharmacy,2025-02-18 15:29:47,Pharmacy - Pharmacy,Pharmacy,"Seattle, FL",False,False,ATM
TXN000084,ACC1321,David Ramirez,Savings,-60.44,22898.76,debit,Entertainment,2025-01-26 15:29:47,Entertainment - Spotify,Spotify,"Phoenix, WA",False,False,Phone
TXN000085,ACC1228,Kimberly Martinez,Business,-222.17,30790.76,debit,Groceries,2025-06-23 15:29:47,Groceries - Costco,Costco,"Boston, TX",False,False,Online
TXN000086,ACC1193,Stephanie Young,Business,-174.37,26768.58,debit,Groceries,2025-01-22 15:29:47,Groceries - Whole Foods,Whole Foods,"Houston, CA",False,False,ATM
TXN000087,ACC1248,Kathleen Williams,Checking,-181.83,30642.96,debit,Pharmacy,2025-05-27 15:29:47,Pharmacy - Pharmacy,Pharmacy,"Jacksonville, CA",False,False,ATM
TXN000088,ACC1031,Robert Rodriguez,Checking,-135.86,32654.11,debit,Dining,2025-02-08 15:29:47,Dining - McDonald's,McDonald's,"Seattle, FL",False,False,Online
TXN000089,ACC1201,Richard Nguyen,Savings,-434.95,41268.31,debit,Online Purchase,2025-10-02 15:29:47,Online Purchase - Online Purchase,Online Purchase,"San Diego, AZ",False,False,Online
TXN000090,ACC1184,Patricia Martin,Business,-180.15,25509.48,debit,Utilities,2025-06-02 15:29:47,Utilities - National Grid,National Grid,"Atlanta, TX",True,False,Online
TXN000091,ACC1348,Jason Wright,Savings,1796.18,36994.25,credit,Freelance,2024-12-31 15:29:47,Freelance - Freelance,Freelance,"Atlanta, CA",False,False,Branch
TXN000092,ACC1468,Kevin Hill,Business,-80.0,3445.97,debit,ATM Withdrawal,2024-12-28 15:29:47,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Austin, CO",False,False,ATM
TXN000093,ACC1331,William Miller,Business,-479.84,48604.16,debit,Online Purchase,2025-06-28 15:29:47,Online Purchase - Online Purchase,Online Purchase,"New York, IL",False,False,Mobile
TXN000094,ACC1003,Joseph Wright,Checking,-126.38,5195.61,debit,Gas Station,2025-10-15 15:29:47,Gas Station - Gas Station,Gas Station,"Dallas, FL",False,False,Online
TXN000095,ACC1205,Brian Jackson,Business,-251.34,28920.93,debit,Transportation,2025-08-07 15:29:47,Transportation - Lyft,Lyft,"Phoenix, MI",False,False,Online
TXN000096,ACC1082,Donna Sanchez,Savings,-45.22,13465.97,debit,Healthcare,2025-07-31 15:29:47,Healthcare - CVS Pharmacy,CVS Pharmacy,"Atlanta, NY",False,False,Mobile
TXN000097,ACC1358,Donna White,Savings,-122.52,11722.0,debit,Utilities,2025-04-03 15:29:47,Utilities - Verizon,Verizon,"Los Angeles, FL",True,False,Online
TXN000098,ACC1185,Matthew Brown,Savings,-227.6,12581.11,debit,Healthcare,2025-10-29 15:29:47,Healthcare - Hospital Copay,Hospital Copay,"Houston, TX",False,False,Online
TXN000099,ACC1188,Cynthia Lewis,Business,-46.0,22413.34,debit,Entertainment,2025-01-07 15:29:47,Entertainment - PlayStation Store,PlayStation Store,"Austin, PA",False,False,Mobile
TXN000100,ACC1202,Mary Ramirez,Checking,-277.82,35498.69,debit,Subscription,2025-07-14 15:29:47,Subscription - Subscription,Subscription,"Dallas, TX",True,False,Phone
TXN000101,ACC1450,Ashley Rodriguez,Business,-339.65,22091.39,debit,Gas Station,2025-06-01 15:29:47,Gas Station - Gas Station,Gas Station,"Detroit, FL",False,False,Online
TXN000102,ACC1376,Jennifer Williams,Savings,-273.8,27524.22,debit,Shopping,2025-12-08 15:29:47,Shopping - Nordstrom,Nordstrom,"Phoenix, CA",False,False,ATM
TXN000103,ACC1361,Robert Sanchez,Business,-113.52,17530.93,debit,Subscription,2025-08-14 15:29:47,Subscription - Subscription,Subscription,"Austin, TX",True,True,Online
TXN000104,ACC1487,Kevin Scott,Savings,3435.7,47104.07,credit,Bonus,2025-11-22 15:29:47,Bonus - Bonus,Bonus,"Austin, PA",False,False,ATM
TXN000105,ACC1286,Ashley Miller,Savings,-227.44,7568.38,debit,Healthcare,2025-10-03 15:29:47,Healthcare - Quest Diagnostics,Quest Diagnostics,"Jacksonville, CA",False,False,Online
TXN000106,ACC1428,Ryan Lewis,Checking,-63.1,39555.84,debit,Dining,2025-11-07 15:29:47,Dining - Starbucks,Starbucks,"Atlanta, TX",False,False,Mobile
TXN000107,ACC1031,Robert Rodriguez,Checking,-210.7,32918.21,debit,Dining,2025-10-13 15:29:47,Dining - Uber Eats,Uber Eats,"Denver, TX",False,False,Mobile
TXN000108,ACC1463,Brian Moore,Savings,264.0,11975.95,credit,Transfer In,2025-06-19 15:29:47,Transfer In - Transfer In,Transfer In,"Jacksonville, CA",False,False,Mobile
TXN000109,ACC1063,Mark Allen,Checking,-73.08,27573.57,debit,Entertainment,2025-10-27 15:29:47,Entertainment - PlayStation Store,PlayStation Store,"Miami, CA",False,False,Mobile
TXN000110,ACC1095,Elizabeth Thomas,Checking,-488.65,2546.7,debit,Pharmacy,2025-01-31 15:29:47,Pharmacy - Pharmacy,Pharmacy,"Philadelphia, TX",False,False,Online
TXN000111,ACC1149,Patricia King,Savings,-295.7,36708.64,debit,Utilities,2025-11-10 15:29:47,Utilities - Verizon,Verizon,"Los Angeles, CA",True,False,Online
TXN000112,ACC1318,Donna Wilson,Business,-93.86,36352.09,debit,Utilities,2025-12-06 15:29:47,Utilities - Verizon,Verizon,"Philadelphia, CA",True,False,ATM
TXN000113,ACC1318,Donna Wilson,Business,-58.05,36508.97,debit,Gas Station,2025-08-26 15:29:47,Gas Station - Gas Station,Gas Station,"Denver, CO",False,False,Mobile
TXN000114,ACC1473,Laura Nguyen,Business,-51.39,19844.1,debit,Pharmacy,2025-07-08 15:29:47,Pharmacy - Pharmacy,Pharmacy,"Jacksonville, CA",False,False,ATM
TXN000115,ACC1243,Matthew Wilson,Savings,-498.88,10182.31,debit,Healthcare,2025-08-31 15:29:47,Healthcare - Walgreens,Walgreens,"Miami, PA",False,False,Mobile
TXN000116,ACC1399,Edward Harris,Savings,-109.86,46086.14,debit,Insurance,2025-10-04 15:29:47,Insurance - Insurance,Insurance,"San Antonio, CA",False,False,Online
TXN000117,ACC1141,Michelle Lewis,Business,397.11,32880.28,credit,Transfer In,2025-02-22 15:29:47,Transfer In - Transfer In,Transfer In,"San Antonio, GA",False,False,Online
TXN000118,ACC1262,Ryan Smith,Business,-134.55,31625.12,debit,Gas Station,2025-01-13 15:29:47,Gas Station - Gas Station,Gas Station,"Boston, CA",False,False,Online
TXN000119,ACC1150,Kevin Hill,Savings,-13.97,18645.74,debit,Entertainment,2025-01-23 15:29:47,Entertainment - Netflix,Netflix,"Austin, IL",False,False,ATM
TXN000120,ACC1464,Dorothy Thomas,Checking,-352.96,26879.98,debit,Healthcare,2025-01-10 15:29:47,Healthcare - Walgreens,Walgreens,"Austin, CA",False,False,ATM
TXN000121,ACC1232,Michael Lopez,Business,-52.91,27260.29,debit,Online Purchase,2025-11-25 15:29:47,Online Purchase - Online Purchase,Online Purchase,"Los Angeles, AZ",False,False,Online
TXN000122,ACC1338,Karen Jones,Savings,-61.06,19632.63,debit,Entertainment,2025-06-30 15:29:47,Entertainment - PlayStation Store,PlayStation Store,"Austin, GA",False,False,ATM
TXN000123,ACC1482,Cynthia Martin,Business,895.86,34992.29,credit,Freelance,2025-05-25 15:29:47,Freelance - Freelance,Freelance,"San Antonio, CA",False,False,ATM
TXN000124,ACC1341,Thomas Martin,Checking,-219.24,4624.27,debit,Shopping,2025-10-28 15:29:47,Shopping - Target,Target,"Los Angeles, TX",False,False,Branch
TXN000125,ACC1253,Stephanie Lee,Business,-378.54,12201.59,debit,Subscription,2025-02-07 15:29:47,Subscription - Subscription,Subscription,"Los Angeles, AZ",True,False,Online
TXN000126,ACC1245,Barbara Miller,Checking,-273.51,24188.22,debit,Gas Station,2025-02-04 15:29:47,Gas Station - Gas Station,Gas Station,"San Antonio, TX",False,False,ATM
TXN000127,ACC1173,Linda Scott,Savings,-81.9,39543.19,debit,Gas Station,2025-11-15 15:29:47,Gas Station - Gas Station,Gas Station,"New York, CA",False,False,Online
TXN000128,ACC1281,Anthony Flores,Business,-46.91,35182.94,debit,Gas Station,2025-06-09 15:29:47,Gas Station - Gas Station,Gas Station,"Chicago, GA",False,False,Online
TXN000129,ACC1381,Ronald Torres,Checking,-120.0,26567.55,debit,ATM Withdrawal,2025-08-14 15:29:47,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Detroit, TX",False,False,Online
TXN000130,ACC1337,Stephanie Johnson,Business,-133.49,42097.95,debit,Entertainment,2025-04-23 15:29:47,Entertainment - Netflix,Netflix,"Denver, AZ",False,False,Online
TXN000131,ACC1253,Stephanie Lee,Business,-144.36,12724.55,debit,Utilities,2025-11-25 15:29:47,Utilities - Spectrum,Spectrum,"Boston, TX",True,False,Phone
TXN000132,ACC1055,Jeffrey Clark,Checking,-425.83,29345.41,debit,Subscription,2025-02-19 15:29:47,Subscription - Subscription,Subscription,"Jacksonville, PA",True,False,Mobile
TXN000133,ACC1416,David Anderson,Checking,1125.56,7258.55,credit,Bonus,2025-04-11 15:29:47,Bonus - Bonus,Bonus,"San Jose, PA",False,False,ATM
TXN000134,ACC1308,Jennifer Hernandez,Business,-60.0,35225.2,debit,ATM Withdrawal,2025-10-02 15:29:47,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Houston, MI",False,False,Online
TXN000135,ACC1224,Nancy Allen,Business,-162.69,30766.88,debit,Dining,2025-01-16 15:29:47,Dining - McDonald's,McDonald's,"Seattle, TX",False,False,ATM
TXN000136,ACC1104,Kathleen Wright,Savings,88.01,38011.32,credit,Interest,2025-06-27 15:29:47,Interest - Interest,Interest,"Chicago, NY",False,False,Online
TXN000137,ACC1339,William Miller,Checking,-37.06,22241.92,debit,Subscription,2025-07-20 15:29:47,Subscription - Subscription,Subscription,"Los Angeles, MA",True,False,ATM
TXN000138,ACC1455,Kathleen Scott,Savings,-117.69,14606.55,debit,Online Purchase,2025-07-03 15:29:47,Online Purchase - Online Purchase,Online Purchase,"Atlanta, TX",False,False,Mobile
TXN000139,ACC1207,Thomas Allen,Checking,-492.94,49297.7,debit,Gas Station,2025-05-21 15:29:47,Gas Station - Gas Station,Gas Station,"New York, CA",False,False,Mobile
TXN000140,ACC1210,Daniel Jones,Checking,-78.81,12399.67,debit,Groceries,2025-07-21 15:29:47,Groceries - Costco,Costco,"Seattle, TX",False,False,ATM
TXN000141,ACC1269,Cynthia Martin,Checking,-100.0,23019.9,debit,ATM Withdrawal,2025-07-29 15:29:47,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"New York, MA",False,False,Online
TXN000142,ACC1388,Timothy Martin,Savings,-31.22,39950.1,debit,Healthcare,2025-08-17 15:29:47,Healthcare - Hospital Copay,Hospital Copay,"Chicago, MI",False,False,Mobile
TXN000143,ACC1236,Ronald Robinson,Business,-438.54,31961.8,debit,Shopping,2025-11-08 15:29:47,Shopping - Amazon,Amazon,"San Antonio, PA",False,False,ATM
TXN000144,ACC1186,Margaret Lewis,Checking,-426.18,6747.73,debit,Dining,2025-06-04 15:29:47,Dining - McDonald's,McDonald's,"Atlanta, NY",False,False,Online
TXN000145,ACC1414,Ashley Hernandez,Checking,-60.0,1435.85,debit,ATM Withdrawal,2025-07-25 15:29:47,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Austin, MI",False,False,Mobile
TXN000146,ACC1236,Ronald Robinson,Business,-207.5,32065.39,debit,Groceries,2025-03-06 15:29:47,Groceries - Costco,Costco,"Detroit, MA",False,False,Mobile
TXN000147,ACC1088,Carol Williams,Savings,-92.95,25010.23,debit,Insurance,2025-12-01 15:29:47,Insurance - Insurance,Insurance,"Denver, NY",False,False,Branch
TXN000148,ACC1097,Kevin Clark,Business,-368.76,3981.54,debit,Transportation,2025-01-17 15:29:47,Transportation - ExxonMobil,ExxonMobil,"Los Angeles, PA",False,True,ATM
TXN000149,ACC1210,Daniel Jones,Checking,2678.55,13385.29,credit,Bonus,2025-10-11 15:29:47,Bonus - Bonus,Bonus,"Miami, WA",False,False,Online
TXN000150,ACC1221,Rebecca Young,Savings,-2410.88,48779.76,debit,Rent/Mortgage,2025-12-08 15:29:47,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Dallas, TX",True,False,Branch
TXN000151,ACC1186,Margaret Lewis,Checking,-107.79,7374.82,debit,Insurance,2025-04-11 15:29:47,Insurance - Insurance,Insurance,"San Jose, TX",False,False,Mobile
