application_id,customer_id,application_date,first_name,last_name,age,gender,marital_status,dependents,education,employment_status,employer,years_employed,annual_income,monthly_expenses,existing_debt,credit_score,credit_history_years,num_credit_accounts,num_late_payments,bankruptcies,loan_purpose,loan_amount_requested,loan_term_months,property_ownership,state,debt_to_income_ratio,approved,approval_score,interest_rate_offered,rejection_reason
APP00033,CUST10033,2025-11-08,Joseph,Nguyen,48,Female,Single,1,Master's,Full-time,Healthcare Corp,27,133543.22,8521.13,16371.19,772,13,5,0,0,Debt Consolidation,27444.16,48,Rent,CA,9.22,True,83,5.51,
APP00034,CUST10034,2025-03-03,Timothy,Harris,34,Male,Single,2,Bachelor's,Full-time,Finance Corp,12,47356.13,1916.28,3530.09,723,14,2,0,0,Home Purchase,531966.03,300,Own,CA,47.42,True,57,6.37,
APP00035,CUST10035,2025-08-09,Ryan,White,58,Male,Married,0,High School,Full-time,Tech Corp,27,101744.02,4644.6,4905.27,725,22,1,0,0,Personal,43786.77,12,Rent,PA,44.64,True,65,8.24,
APP00036,CUST10036,2025-10-22,Cynthia,Martin,35,Other,Single,1,Some College,Full-time,Government Corp,17,81052.83,4191.16,32941.62,672,17,1,0,0,Vacation,48159.2,24,Rent,TX,43.26,False,49,,Too many recent inquiries
APP00037,CUST10037,2025-09-05,Dorothy,Hernandez,72,Male,Widowed,1,Doctorate,Retired,,1,31052.92,1257.0,6674.73,581,17,6,4,0,Medical,17347.14,36,Rent,GA,25.79,False,28,,Insufficient income
APP00038,CUST10038,2025-09-09,Charles,Anderson,38,Other,Single,0,Doctorate,Full-time,Manufacturing Corp,6,137349.47,6185.8,42509.25,678,16,1,0,0,Debt Consolidation,21974.36,48,Own,TX,14.32,True,60,13.96,
APP00039,CUST10039,2025-02-28,Christopher,Thompson,40,Other,Divorced,2,Some College,Full-time,Retail Corp,3,76499.98,3827.98,8307.78,560,21,4,2,0,Education,185082.08,180,Own,NY,19.75,True,56,19.76,
APP00040,CUST10040,2025-07-04,Robert,Gonzalez,21,Other,Married,3,Bachelor's,Full-time,Retail Corp,3,40707.52,2297.44,17556.94,659,3,8,0,0,Debt Consolidation,8801.99,24,Rent,FL,25.19,True,62,12.68,
APP00041,CUST10041,2025-07-19,Michelle,Johnson,39,Other,Married,0,Bachelor's,Student,,0,16797.63,1015.88,4220.7,550,17,4,2,0,Vacation,29242.39,24,Rent,FL,95.42,False,-3,,Incomplete application
APP00042,CUST10042,2025-11-14,Joshua,Johnson,19,Other,Married,1,Bachelor's,Full-time,Manufacturing Corp,0,26018.21,1321.7,4257.04,624,1,4,4,0,Home Purchase,139034.02,180,Rent,TX,41.08,False,42,,High DTI ratio
APP00043,CUST10043,2025-05-01,Deborah,Harris,25,Male,Married,2,Master's,Part-time,Finance Corp,6,30921.0,1425.87,13457.81,670,7,1,0,0,Debt Consolidation,49359.33,12,Other,TX,174.14,False,22,,Incomplete application
APP00044,CUST10044,2025-07-25,Robert,Allen,46,Other,Married,1,High School,Part-time,Retail Corp,2,34108.26,1300.08,7148.52,692,16,1,0,0,Business,109257.49,120,Own,TX,39.02,False,39,,Employment status
APP00045,CUST10045,2025-04-15,Laura,Taylor,73,Male,Widowed,0,Bachelor's,Full-time,Retail Corp,8,102869.67,5865.29,51066.91,731,22,4,0,0,Auto Loan,74619.66,48,Own,FL,34.68,True,76,6.9,
APP00046,CUST10046,2025-04-06,Laura,Anderson,22,Female,Single,1,Bachelor's,Full-time,Government Corp,0,49577.73,3143.1,334.02,516,4,9,1,0,Education,86721.48,84,Own,AZ,25.21,False,33,,Low credit score
APP00047,CUST10047,2025-02-21,Paul,Williams,51,Other,Married,3,Bachelor's,Self-employed,,4,137188.77,6241.4,45573.65,797,15,3,0,0,Home Improvement,22789.61,12,Rent,FL,27.69,True,86,5.89,
APP00048,CUST10048,2025-11-05,Jeffrey,Anderson,19,Female,Married,0,Bachelor's,Full-time,Finance Corp,1,26925.91,1505.7,4629.18,541,1,4,1,0,Education,161211.56,180,Rent,PA,45.65,False,16,,Too many recent inquiries
APP00049,CUST10049,2025-12-05,Emily,Moore,18,Male,Single,3,Bachelor's,Full-time,Healthcare Corp,0,49561.32,2380.19,12883.14,565,0,4,2,0,Medical,45800.56,60,Rent,CO,27.15,False,40,,High DTI ratio
APP00050,CUST10050,2025-01-12,Karen,Ramirez,60,Other,Married,1,Master's,Full-time,Manufacturing Corp,19,79338.81,5154.47,24864.79,695,10,5,0,0,Vacation,29145.44,12,Own,PA,47.18,True,55,13.31,
APP00051,CUST10051,2025-06-09,Thomas,Brown,26,Other,Married,2,Bachelor's,Self-employed,,8,73722.99,4527.72,1936.54,618,8,5,3,0,Personal,18922.49,24,Own,TX,13.71,True,62,20.35,
APP00052,CUST10052,2025-04-15,Paul,Thomas,67,Female,Married,1,Doctorate,Full-time,Manufacturing Corp,0,109582.71,6868.15,45116.56,653,5,5,1,0,Business,92120.8,120,Own,AZ,22.13,True,73,10.88,
APP00053,CUST10053,2025-08-15,Linda,Perez,73,Female,Married,1,Bachelor's,Full-time,Retail Corp,28,98044.49,6365.56,39453.21,579,21,2,2,0,Medical,21990.84,36,Own,GA,20.89,True,55,16.76,
APP00054,CUST10054,2025-09-07,Robert,Lopez,23,Male,Divorced,1,High School,Student,,0,21711.57,1065.93,6245.77,507,5,3,1,0,Business,125838.74,180,Rent,MI,48.23,False,10,,Employment status
APP00055,CUST10055,2025-09-16,Michael,Hill,60,Other,Single,0,Master's,Full-time,Healthcare Corp,10,57498.88,2360.62,19106.66,710,13,6,0,0,Personal,48896.62,36,Other,MI,39.42,True,73,6.66,
APP00056,CUST10056,2025-09-26,Joseph,Thomas,36,Female,Married,0,Some College,Student,,0,7597.29,367.45,1604.94,617,12,3,1,0,Education,56790.98,60,Rent,TX,156.54,False,13,,High DTI ratio
APP00057,CUST10057,2025-11-03,Brian,Brown,69,Female,Married,3,High School,Part-time,Retail Corp,3,25238.48,943.68,1326.26,647,19,7,2,0,Home Improvement,41946.38,24,Rent,TX,84.85,False,22,,High DTI ratio
APP00058,CUST10058,2025-01-18,Joseph,Miller,45,Male,Single,1,Doctorate,Full-time,Finance Corp,25,123523.75,7693.94,9711.16,796,19,2,1,0,Vacation,32478.58,60,Other,GA,7.88,True,95,4.35,
APP00059,CUST10059,2025-08-18,Paul,Walker,72,Female,Married,1,High School,Full-time,Government Corp,28,112759.25,7250.5,48154.69,688,23,3,0,0,Personal,35894.44,36,Own,WA,24.85,True,65,10.32,
APP00060,CUST10060,2025-04-07,Anthony,Brown,51,Other,Widowed,0,Bachelor's,Retired,,8,55195.01,2037.71,11984.4,735,16,2,0,0,Vacation,45041.14,24,Own,FL,48.04,False,35,,Insufficient income
APP00061,CUST10061,2025-01-26,Kenneth,Gonzalez,44,Other,Married,2,Master's,Full-time,Tech Corp,12,128619.89,6300.04,2189.54,785,24,4,0,0,Personal,16889.97,60,Rent,TX,3.19,True,99,4.62,
APP00062,CUST10062,2025-10-05,Michael,Williams,41,Other,Married,1,High School,Full-time,Retail Corp,17,73214.11,2614.35,17329.41,646,7,1,3,0,Business,159017.43,120,Rent,WA,29.61,True,62,20.99,
APP00063,CUST10063,2025-08-17,Betty,White,66,Male,Married,1,Some College,Full-time,Finance Corp,23,114059.24,4573.71,21751.84,739,22,1,0,0,Business,152186.74,84,Rent,NY,25.42,True,75,7.37,
APP00064,CUST10064,2024-12-31,Michael,King,42,Other,Married,2,Bachelor's,Full-time,Healthcare Corp,21,117223.92,7048.19,7210.28,619,21,2,3,0,Home Purchase,161144.13,180,Rent,PA,11.21,True,58,17.46,
APP00065,CUST10065,2025-03-21,Paul,Scott,61,Other,Married,0,Bachelor's,Full-time,Manufacturing Corp,19,85332.53,4945.83,16358.17,673,25,4,1,0,Business,169899.06,84,Rent,TX,34.83,True,79,10.48,
APP00066,CUST10066,2025-01-29,Barbara,Garcia,68,Other,Single,2,Doctorate,Full-time,Finance Corp,26,104253.48,6078.41,35705.39,783,12,5,1,0,Home Improvement,29005.35,48,Own,MI,18.37,True,91,3.95,
APP00067,CUST10067,2025-03-01,Melissa,Perez,36,Male,Single,1,Bachelor's,Retired,,18,52030.59,2761.37,881.81,605,18,4,3,0,Home Purchase,449532.76,240,Own,CA,43.76,False,31,,Incomplete application
APP00068,CUST10068,2025-03-01,Mark,Allen,75,Other,Married,0,Doctorate,Unemployed,,0,12419.21,667.47,4139.5,480,9,8,3,0,Auto Loan,21387.41,72,Rent,TX,39.81,False,6,,Incomplete application
APP00069,CUST10069,2025-09-10,Joshua,Wilson,58,Female,Single,1,Bachelor's,Self-employed,,16,64304.62,2828.18,3589.42,573,16,1,2,0,Vacation,39597.04,48,Rent,CA,17.25,False,46,,Employment status
APP00070,CUST10070,2025-02-14,James,Lee,30,Female,Single,0,High School,Full-time,Finance Corp,2,77396.37,2838.17,32087.52,569,12,5,2,0,Auto Loan,36983.65,48,Rent,CA,25.77,False,43,,Insufficient income
APP00071,CUST10071,2025-11-09,Linda,Taylor,18,Female,Married,1,Bachelor's,Full-time,Finance Corp,0,38828.17,1663.21,12696.35,640,0,3,1,0,Debt Consolidation,20988.61,60,Rent,CO,21.71,True,55,19.5,
APP00072,CUST10072,2025-09-02,Brian,Wright,63,Female,Divorced,0,High School,Full-time,Finance Corp,18,71431.07,3885.86,1487.15,717,23,3,0,0,Debt Consolidation,20272.38,24,Own,WA,14.88,True,83,8.92,
APP00073,CUST10073,2025-07-04,Kenneth,Williams,45,Other,Married,1,Bachelor's,Self-employed,,20,176925.78,8837.1,56602.48,753,16,4,0,0,Vacation,48465.93,48,Rent,WA,17.51,True,85,5.54,
APP00074,CUST10074,2025-07-18,Richard,Lee,19,Female,Married,2,High School,Full-time,Retail Corp,0,25536.26,1188.66,3904.27,596,1,1,0,0,Personal,6493.54,24,Own,TX,17.81,False,35,,Too many recent inquiries
APP00075,CUST10075,2025-07-06,Amy,Flores,29,Female,Single,2,Bachelor's,Retired,,8,26533.98,1383.75,2943.12,635,11,6,0,0,Education,185422.95,180,Own,WA,50.28,False,15,,High DTI ratio
APP00076,CUST10076,2025-05-23,Cynthia,Lopez,20,Other,Married,1,High School,Self-employed,,1,129483.31,7694.01,55784.65,684,2,3,1,0,Debt Consolidation,38937.51,36,Other,TX,24.38,True,78,12.55,
APP00077,CUST10077,2025-12-03,Donna,White,62,Female,Single,1,Master's,Full-time,Manufacturing Corp,14,101987.65,5843.61,6142.88,778,3,4,1,0,Home Purchase,192814.52,360,Rent,NY,8.31,True,83,4.91,
APP00078,CUST10078,2025-05-30,Matthew,Jackson,42,Other,Single,0,High School,Part-time,Tech Corp,3,22610.49,1468.74,10033.99,620,19,2,3,0,Debt Consolidation,28412.49,36,Own,TX,56.68,False,16,,High DTI ratio
APP00079,CUST10079,2025-04-28,Margaret,Allen,30,Other,Single,1,High School,Self-employed,,2,157033.58,9882.71,39949.36,667,12,4,0,0,Debt Consolidation,19806.68,12,Rent,TX,21.09,True,62,9.39,
APP00080,CUST10080,2025-08-16,Robert,Lopez,18,Female,Married,0,Some College,Full-time,Tech Corp,0,30960.91,1192.78,8926.92,608,0,4,0,0,Debt Consolidation,21996.08,36,Own,TX,33.29,False,47,,Low credit score
APP00081,CUST10081,2025-08-15,Dorothy,Martinez,70,Male,Single,3,Doctorate,Full-time,Finance Corp,8,84724.09,4806.28,11683.93,648,14,3,3,0,Education,71779.74,180,Own,WA,10.24,True,50,15.4,
APP00082,CUST10082,2025-07-23,Sharon,Walker,32,Male,Married,2,Master's,Self-employed,,8,76241.04,3874.55,32664.6,706,10,3,1,0,Home Purchase,689930.69,360,Rent,TX,44.45,True,70,6.5,
APP00083,CUST10083,2025-02-10,Karen,Lee,44,Male,Married,1,Master's,Full-time,Healthcare Corp,5,74210.88,4545.68,9433.74,738,24,4,0,0,Vacation,25587.07,48,Own,CO,12.86,True,78,8.45,
APP00084,CUST10084,2025-02-17,Thomas,Anderson,54,Male,Married,2,Doctorate,Retired,,22,25118.59,1156.52,6054.29,675,16,3,0,0,Personal,48353.7,24,Rent,CA,104.29,False,13,,Employment status
APP00085,CUST10085,2025-01-14,Sharon,Lewis,52,Other,Married,3,Bachelor's,Full-time,Government Corp,25,53643.56,3531.03,24120.37,671,22,4,0,0,Debt Consolidation,47220.81,36,Other,CA,44.33,False,40,,Too many recent inquiries
APP00086,CUST10086,2025-07-29,Ronald,Jones,45,Male,Married,1,High School,Full-time,Manufacturing Corp,18,99539.86,3537.89,36987.42,702,19,6,0,0,Home Improvement,41996.85,48,Rent,NY,22.93,True,78,7.35,
APP00087,CUST10087,2024-12-16,Anthony,Hernandez,52,Female,Married,0,Some College,Full-time,Finance Corp,25,92946.64,4530.55,26578.29,708,3,5,0,0,Vacation,30114.64,60,Own,CA,16.01,True,70,6.71,
APP00088,CUST10088,2025-04-29,Patricia,Lewis,58,Other,Married,0,Some College,Part-time,Retail Corp,17,15016.74,640.47,2544.11,536,17,2,2,0,Debt Consolidation,20972.5,48,Own,TX,40.56,False,10,,Incomplete application
APP00089,CUST10089,2024-12-23,Rebecca,Lewis,40,Female,Married,2,Doctorate,Full-time,Tech Corp,14,142428.93,7803.13,55489.82,700,2,8,0,0,Education,113564.27,120,Rent,CA,20.96,True,80,6.21,
APP00090,CUST10090,2025-02-28,Donna,Ramirez,74,Other,Single,3,Bachelor's,Self-employed,,26,140996.03,9274.84,20613.6,798,21,4,1,0,Vacation,8578.82,12,Own,NY,10.96,True,85,4.75,
APP00091,CUST10091,2025-11-24,Stephanie,Gonzalez,58,Female,Married,2,Bachelor's,Full-time,Retail Corp,10,76216.92,2792.05,33181.97,686,4,8,0,0,Business,131799.83,84,Own,MA,39.22,True,59,13.83,
APP00092,CUST10092,2025-12-03,Susan,Hernandez,58,Other,Married,0,Master's,Full-time,Retail Corp,13,74257.75,3305.07,19467.31,705,23,4,0,0,Debt Consolidation,48644.89,12,Rent,TX,74.25,True,53,8.93,
APP00093,CUST10093,2025-08-31,Jason,Ramirez,59,Female,Married,3,Some College,Full-time,Manufacturing Corp,15,108881.76,4102.4,38991.95,719,25,4,0,0,Vacation,37363.66,60,Own,IL,18.8,True,71,7.18,
APP00094,CUST10094,2025-07-29,Ryan,Perez,23,Female,Married,2,Bachelor's,Full-time,Healthcare Corp,5,40516.28,1757.8,17859.78,754,2,5,1,0,Home Improvement,36985.77,48,Own,CA,37.52,True,79,4.75,
APP00095,CUST10095,2024-12-30,Andrew,Smith,52,Other,Married,1,Some College,Full-time,Manufacturing Corp,16,67496.31,3692.76,23312.12,656,10,3,1,0,Education,136559.96,120,Rent,FL,31.74,True,64,11.02,
APP00096,CUST10096,2025-05-01,Stephanie,Lee,32,Female,Single,0,Bachelor's,Full-time,Manufacturing Corp,3,55575.3,2294.33,26815.7,650,8,3,0,0,Debt Consolidation,42596.64,48,Rent,PA,35.25,True,72,10.27,
APP00097,CUST10097,2025-07-21,Michael,Johnson,31,Male,Married,1,Master's,Full-time,Healthcare Corp,8,60826.61,2940.86,2682.34,639,8,4,2,0,Vacation,48444.62,24,Own,TX,41.29,True,59,18.28,
APP00098,CUST10098,2025-09-27,Sandra,Rodriguez,66,Male,Married,2,Some College,Student,,0,4250.5,234.5,448.22,587,2,4,3,0,Vacation,7009.47,60,Rent,TX,36.5,False,25,,High DTI ratio
APP00099,CUST10099,2025-04-29,Sarah,Wright,20,Other,Married,2,Some College,Retired,,0,25926.63,1239.71,469.91,578,2,7,3,0,Vacation,8631.74,48,Rent,CO,8.93,False,15,,Too many recent inquiries
APP00100,CUST10100,2025-01-10,Sandra,Rodriguez,49,Male,Single,1,High School,Part-time,Tech Corp,0,21780.73,1391.52,7250.74,547,10,5,1,0,Home Improvement,33209.3,60,Rent,MI,41.59,False,29,,High DTI ratio
APP00101,CUST10101,2024-12-13,Kimberly,Jones,54,Female,Married,0,High School,Full-time,Healthcare Corp,23,108486.19,6958.45,49379.69,593,7,1,4,0,Personal,40797.57,36,Rent,CA,27.71,True,52,18.82,
APP00102,CUST10102,2025-04-20,Christopher,Gonzalez,70,Female,Single,1,Some College,Full-time,Government Corp,29,99549.81,5802.42,27496.76,563,5,6,2,0,Auto Loan,47281.54,72,Rent,FL,17.12,False,47,,Employment status
APP00103,CUST10103,2025-05-06,Christopher,Allen,27,Other,Married,2,Bachelor's,Student,,0,13155.66,852.84,2517.7,654,9,4,1,0,Debt Consolidation,29305.53,24,Own,FL,117.76,False,11,,Employment status
APP00104,CUST10104,2024-12-28,Kevin,Davis,49,Other,Single,0,Some College,Full-time,Government Corp,15,74164.22,3582.84,16512.35,717,15,3,1,0,Auto Loan,72618.93,60,Rent,CA,27.0,True,89,6.9,
APP00105,CUST10105,2025-10-02,Dorothy,Robinson,61,Other,Married,0,Bachelor's,Retired,,1,37353.01,2464.6,14263.95,574,5,3,1,0,Medical,44015.66,36,Rent,TX,52.01,False,7,,Employment status
APP00106,CUST10106,2025-08-19,Jacob,Harris,28,Other,Single,1,Bachelor's,Self-employed,,2,119337.54,4263.31,6545.5,689,10,3,0,0,Auto Loan,77564.03,60,Own,TX,14.83,True,66,12.88,
APP00107,CUST10107,2025-07-09,George,Garcia,45,Female,Married,1,Some College,Full-time,Retail Corp,12,146534.76,7177.58,53765.53,661,13,2,1,0,Medical,44687.49,12,Rent,MI,42.73,True,66,12.08,
APP00108,CUST10108,2025-11-15,Anthony,Davis,53,Male,Single,1,Master's,Full-time,Healthcare Corp,9,66762.56,3167.37,9123.48,683,18,5,0,0,Auto Loan,36219.83,72,Rent,GA,13.6,True,69,13.27,
APP00109,CUST10109,2025-05-11,Deborah,Sanchez,34,Female,Single,0,Bachelor's,Retired,,6,59531.73,2992.74,9862.01,638,16,3,0,0,Education,192826.45,60,Rent,CA,70.3,False,21,,Employment status
APP00110,CUST10110,2025-01-22,Sharon,Miller,49,Other,Married,0,High School,Full-time,Healthcare Corp,29,128730.32,5059.57,48694.15,773,14,5,2,0,Home Purchase,455207.56,360,Own,AZ,24.4,True,86,4.68,
APP00111,CUST10111,2025-02-09,Joseph,Perez,74,Male,Single,3,Bachelor's,Full-time,Tech Corp,15,102716.97,6489.9,41833.05,841,17,6,1,0,Home Improvement,49039.56,60,Rent,IL,23.12,True,90,5.03,
APP00112,CUST10112,2025-08-28,Karen,Rodriguez,36,Male,Single,1,Master's,Self-employed,,17,155467.43,9868.46,5790.06,749,13,5,0,0,Debt Consolidation,47527.13,24,Other,PA,16.53,True,74,6.95,
APP00113,CUST10113,2025-08-18,Emily,Hernandez,61,Other,Divorced,1,Some College,Full-time,Finance Corp,21,81123.03,4267.8,34798.74,650,10,6,0,0,Home Improvement,38535.16,36,Rent,IL,30.13,True,62,9.84,
APP00114,CUST10114,2024-12-27,Daniel,Thomas,62,Female,Married,0,Bachelor's,Full-time,Healthcare Corp,22,83995.54,5136.54,27406.79,529,9,5,4,0,Home Improvement,33049.23,36,Own,TX,23.99,False,43,,Incomplete application
APP00115,CUST10115,2025-11-08,Edward,Thomas,49,Female,Divorced,0,Some College,Full-time,Manufacturing Corp,12,79538.75,2881.86,16464.68,749,11,4,1,0,Personal,23029.05,36,Rent,TX,16.55,True,70,6.1,
APP00116,CUST10116,2025-05-05,George,Ramirez,33,Other,Single,2,Some College,Full-time,Finance Corp,1,45112.29,2147.19,20587.19,629,15,4,6,0,Home Improvement,11740.91,24,Rent,MA,28.22,False,48,,Too many recent inquiries
APP00117,CUST10117,2025-11-29,Sarah,Ramirez,73,Female,Married,2,Bachelor's,Full-time,Manufacturing Corp,16,91304.99,3631.68,41828.51,646,4,2,1,0,Medical,7604.07,12,Own,GA,23.6,True,68,18.26,
APP00118,CUST10118,2025-09-22,Nancy,Allen,66,Female,Single,0,High School,Full-time,Finance Corp,10,78303.59,2954.86,12690.37,642,15,4,4,0,Education,78774.94,180,Other,FL,12.11,True,63,18.58,
APP00119,CUST10119,2025-06-19,David,Johnson,66,Male,Married,2,High School,Part-time,Finance Corp,19,26738.23,1326.41,718.83,659,19,5,1,0,Home Purchase,612696.07,240,Own,CA,115.47,False,17,,Low credit score
APP00120,CUST10120,2025-03-06,Betty,Harris,71,Male,Divorced,1,Bachelor's,Self-employed,,23,149784.68,6477.84,72188.28,828,7,4,1,0,Business,179092.34,60,Rent,TX,39.98,True,78,3.85,
