transaction_id,account_id,customer_name,account_type,amount,balance_after,transaction_type,category,transaction_date,description,merchant,location,is_recurring,flagged_suspicious,channel
TXN000011,ACC1346,Susan Hill,Savings,-180.67,26519.48,debit,Healthcare,2025-04-26 23:33:24,Healthcare - CVS Pharmacy,CVS Pharmacy,"Denver, IL",False,False,ATM
TXN000012,ACC1327,Cynthia Hill,Savings,-207.17,14446.77,debit,Pharmacy,2025-09-20 23:33:24,Pharmacy - Pharmacy,Pharmacy,"New York, PA",False,False,Online
TXN000013,ACC1051,Deborah Ramirez,Business,-285.92,10289.41,debit,Shopping,2025-01-14 23:33:24,Shopping - Apple Store,Apple Store,"Atlanta, FL",False,False,Online
TXN000014,ACC1489,Sarah Walker,Savings,-402.91,22119.97,debit,Pharmacy,2025-04-28 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Dallas, FL",False,False,Online
TXN000015,ACC1129,Steven Johnson,Business,-171.44,20836.14,debit,Utilities,2025-05-08 23:33:24,Utilities - Con Edison,Con Edison,"Dallas, WA",True,False,Online
TXN000016,ACC1132,Emily Perez,Savings,-286.06,2363.3,debit,Subscription,2025-07-24 23:33:24,Subscription - Subscription,Subscription,"Boston, MA",True,False,Phone
TXN000017,ACC1400,Jessica Taylor,Business,-235.72,28817.35,debit,Subscription,2025-07-02 23:33:24,Subscription - Subscription,Subscription,"Atlanta, MI",True,False,ATM
TXN000018,ACC1111,David Young,Checking,495.01,1541.07,credit,Refund,2025-07-26 23:33:24,Refund - Refund,Refund,"San Diego, CA",False,False,Mobile
TXN000019,ACC1488,Barbara Jones,Savings,-376.24,5020.1,debit,Subscription,2025-10-14 23:33:24,Subscription - Subscription,Subscription,"Philadelphia, CA",True,False,ATM
TXN000020,ACC1049,Richard Miller,Checking,-61.56,47183.72,debit,Gas Station,2024-12-25 23:33:24,Gas Station - Gas Station,Gas Station,"Los Angeles, MA",False,False,Online
TXN000021,ACC1284,Matthew Gonzalez,Business,-329.04,25410.26,debit,Healthcare,2025-01-13 23:33:24,Healthcare - Quest Diagnostics,Quest Diagnostics,"San Jose, TX",False,False,ATM
TXN000022,ACC1023,Daniel Sanchez,Savings,-1971.21,4351.6,debit,Rent/Mortgage,2025-08-07 23:33:24,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Phoenix, CA",True,False,Branch
TXN000023,ACC1124,Barbara Brown,Business,-229.56,31375.02,debit,Gas Station,2025-07-13 23:33:24,Gas Station - Gas Station,Gas Station,"Chicago, TX",False,False,Online
TXN000024,ACC1004,Donald Scott,Savings,-200.0,19379.88,debit,ATM Withdrawal,2024-12-12 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Jose, WA",False,False,Branch
TXN000025,ACC1405,Brian Lee,Checking,-200.0,43611.31,debit,ATM Withdrawal,2025-08-22 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"San Antonio, CA",False,False,Online
TXN000026,ACC1056,Michelle Lopez,Checking,-184.84,26098.66,debit,Insurance,2025-07-28 23:33:24,Insurance - Insurance,Insurance,"Chicago, CO",False,False,Phone
TXN000027,ACC1387,Rebecca White,Savings,-85.45,24165.49,debit,Insurance,2025-02-02 23:33:24,Insurance - Insurance,Insurance,"Boston, FL",False,False,ATM
TXN000028,ACC1424,Karen Hernandez,Savings,-446.98,41520.41,debit,Insurance,2025-01-22 23:33:24,Insurance - Insurance,Insurance,"San Jose, TX",False,False,ATM
TXN000029,ACC1103,Robert Smith,Business,-324.35,40991.67,debit,Online Purchase,2025-01-17 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Phoenix, WA",False,False,Mobile
TXN000030,ACC1013,Rebecca Martin,Savings,-101.1,25670.07,debit,Transportation,2025-06-20 23:33:24,Transportation - Lyft,Lyft,"Dallas, NY",False,False,Mobile
TXN000031,ACC1171,Susan Rodriguez,Checking,-484.76,2661.31,debit,Dining,2025-06-16 23:33:24,Dining - Chipotle,Chipotle,"Detroit, IL",False,False,ATM
TXN000032,ACC1453,Timothy King,Business,-1277.83,3414.09,debit,Rent/Mortgage,2025-01-27 23:33:24,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"San Antonio, CA",True,False,Online
TXN000033,ACC1053,Ashley Jackson,Business,-124.01,31415.69,debit,Utilities,2025-01-11 23:33:24,Utilities - Con Edison,Con Edison,"Dallas, AZ",True,False,Online
TXN000034,ACC1275,Daniel Taylor,Business,-205.31,15000.01,debit,Online Purchase,2025-10-31 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Chicago, FL",False,False,Online
TXN000035,ACC1390,Ashley Lopez,Savings,-196.92,29961.23,debit,Healthcare,2025-08-01 23:33:24,Healthcare - CVS Pharmacy,CVS Pharmacy,"Houston, AZ",False,False,Mobile
TXN000036,ACC1465,Richard Taylor,Business,-1095.44,28920.0,debit,Rent/Mortgage,2025-09-11 23:33:24,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Seattle, WA",True,False,Phone
TXN000037,ACC1130,Linda Anderson,Savings,3095.36,14377.64,credit,Salary,2025-06-15 23:33:24,Salary - Salary,Salary,"New York, MI",True,False,Branch
TXN000038,ACC1019,Barbara Jackson,Savings,-64.66,40527.2,debit,Online Purchase,2025-11-30 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Detroit, TX",False,False,Online
TXN000039,ACC1089,Elizabeth Williams,Savings,-383.11,41080.01,debit,Dining,2025-02-19 23:33:24,Dining - McDonald's,McDonald's,"San Diego, FL",False,False,Online
TXN000040,ACC1284,Matthew Gonzalez,Business,-117.88,25294.37,debit,Gas Station,2025-01-29 23:33:24,Gas Station - Gas Station,Gas Station,"Denver, PA",False,False,Online
TXN000041,ACC1411,George Jackson,Business,488.28,4140.47,credit,Interest,2025-04-13 23:33:24,Interest - Interest,Interest,"San Antonio, AZ",False,False,Online
TXN000042,ACC1376,Ronald Smith,Checking,-405.84,16620.8,debit,Dining,2025-03-14 23:33:24,Dining - Starbucks,Starbucks,"Los Angeles, FL",False,False,Mobile
TXN000043,ACC1435,Jacob Clark,Checking,-375.69,8410.41,debit,Insurance,2025-11-01 23:33:24,Insurance - Insurance,Insurance,"Miami, TX",False,False,ATM
TXN000044,ACC1230,Paul Moore,Savings,298.54,16644.28,credit,Interest,2025-10-30 23:33:24,Interest - Interest,Interest,"New York, CA",False,False,Branch
TXN000045,ACC1500,Anthony Flores,Savings,2371.04,5657.52,credit,Bonus,2025-03-18 23:33:24,Bonus - Bonus,Bonus,"San Antonio, AZ",False,False,ATM
TXN000046,ACC1458,Laura Taylor,Savings,-2415.86,13498.91,debit,Rent/Mortgage,2025-05-17 23:33:24,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Austin, CA",True,False,ATM
TXN000047,ACC1326,Christopher Allen,Business,320.21,46220.59,credit,Transfer In,2025-07-24 23:33:24,Transfer In - Transfer In,Transfer In,"Phoenix, NY",False,False,Online
TXN000048,ACC1294,Joshua Miller,Business,-20.0,22737.38,debit,ATM Withdrawal,2025-09-18 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Austin, FL",False,False,Online
TXN000049,ACC1302,Ryan Thomas,Checking,144.35,31622.86,credit,Refund,2025-10-12 23:33:24,Refund - Refund,Refund,"San Antonio, TX",False,False,Online
TXN000050,ACC1102,Ashley Garcia,Savings,-318.45,8923.05,debit,Shopping,2025-11-16 23:33:24,Shopping - Macy's,Macy's,"San Jose, TX",False,False,Online
TXN000051,ACC1083,James Walker,Savings,-197.01,2888.52,debit,Gas Station,2025-02-18 23:33:24,Gas Station - Gas Station,Gas Station,"Jacksonville, FL",False,False,Branch
TXN000052,ACC1101,James Jackson,Checking,-238.63,50057.05,debit,Pharmacy,2025-09-25 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Detroit, AZ",False,False,Online
TXN000053,ACC1090,Michelle Johnson,Checking,-50.21,28091.17,debit,Utilities,2025-02-23 23:33:24,Utilities - AT&T,AT&T,"Denver, TX",True,False,Mobile
TXN000054,ACC1193,Linda King,Business,-39.74,19036.32,debit,Gas Station,2025-03-01 23:33:24,Gas Station - Gas Station,Gas Station,"Houston, TX",False,False,Mobile
TXN000055,ACC1397,Daniel Brown,Business,-292.75,9525.02,debit,Transportation,2025-11-09 23:33:24,Transportation - Lyft,Lyft,"Atlanta, TX",False,False,ATM
TXN000056,ACC1479,Patricia Harris,Savings,-380.59,30504.61,debit,Gas Station,2024-12-10 23:33:24,Gas Station - Gas Station,Gas Station,"Houston, TX",False,False,Online
TXN000057,ACC1165,Patricia Gonzalez,Savings,-229.85,1368.38,debit,Online Purchase,2025-08-13 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Houston, NY",False,False,Online
TXN000058,ACC1026,Nancy Clark,Checking,161.32,26818.71,credit,Transfer In,2025-07-27 23:33:24,Transfer In - Transfer In,Transfer In,"Chicago, CA",False,False,Phone
TXN000059,ACC1228,Amanda Lewis,Business,-494.43,41526.46,debit,Gas Station,2025-09-22 23:33:24,Gas Station - Gas Station,Gas Station,"Philadelphia, GA",False,False,ATM
TXN000060,ACC1248,William Brown,Business,-211.37,32446.68,debit,Online Purchase,2025-03-18 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Austin, GA",False,False,Online
TXN000061,ACC1084,Linda Moore,Savings,-259.64,18453.64,debit,Pharmacy,2025-06-24 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Houston, MA",False,False,Online
TXN000062,ACC1011,Melissa Harris,Checking,-225.12,23982.97,debit,Insurance,2025-11-22 23:33:24,Insurance - Insurance,Insurance,"Detroit, CA",False,False,Mobile
TXN000063,ACC1261,John Anderson,Checking,176.32,2626.69,credit,Refund,2025-09-24 23:33:24,Refund - Refund,Refund,"Dallas, FL",False,False,Mobile
TXN000064,ACC1029,Stephanie Thompson,Business,-80.0,4405.02,debit,ATM Withdrawal,2025-05-05 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Atlanta, CO",False,False,Mobile
TXN000065,ACC1493,Robert Hernandez,Business,-2976.21,24248.72,debit,Rent/Mortgage,2025-10-26 23:33:24,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Houston, TX",True,False,Branch
TXN000066,ACC1194,Sarah Brown,Checking,4890.34,2601.53,credit,Bonus,2025-11-08 23:33:24,Bonus - Bonus,Bonus,"Seattle, TX",False,False,Online
TXN000067,ACC1433,Ronald Davis,Business,-203.34,19002.22,debit,Transportation,2025-02-28 23:33:24,Transportation - ExxonMobil,ExxonMobil,"Dallas, CA",False,False,Mobile
TXN000068,ACC1217,Thomas Anderson,Checking,-251.11,27809.74,debit,Utilities,2025-05-26 23:33:24,Utilities - Con Edison,Con Edison,"Detroit, AZ",True,False,Mobile
TXN000069,ACC1133,Melissa Flores,Checking,-9.48,23710.71,debit,Online Purchase,2025-07-20 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Miami, AZ",False,False,Mobile
TXN000070,ACC1177,Susan Scott,Savings,2113.46,32456.44,credit,Salary,2025-02-24 23:33:24,Salary - Salary,Salary,"Atlanta, TX",True,False,Mobile
TXN000071,ACC1365,Mary Ramirez,Checking,-20.0,37784.7,debit,ATM Withdrawal,2025-04-11 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Seattle, AZ",False,False,Mobile
TXN000072,ACC1023,Daniel Sanchez,Savings,-73.39,4456.44,debit,Utilities,2025-06-19 23:33:24,Utilities - National Grid,National Grid,"Boston, TX",True,False,Branch
TXN000073,ACC1218,Ashley Brown,Savings,2371.82,6343.45,credit,Bonus,2025-11-24 23:33:24,Bonus - Bonus,Bonus,"Detroit, FL",False,False,ATM
TXN000074,ACC1173,Kathleen Thomas,Business,-73.79,28904.01,debit,Entertainment,2025-10-27 23:33:24,Entertainment - PlayStation Store,PlayStation Store,"San Jose, TX",False,False,ATM
TXN000075,ACC1472,Barbara Robinson,Savings,-46.57,23631.87,debit,Gas Station,2025-03-09 23:33:24,Gas Station - Gas Station,Gas Station,"Jacksonville, CA",False,False,Mobile
TXN000076,ACC1390,Ashley Lopez,Savings,240.44,30540.37,credit,Interest,2025-05-04 23:33:24,Interest - Interest,Interest,"Phoenix, GA",False,False,Online
TXN000077,ACC1263,Jacob Garcia,Savings,-453.3,9571.93,debit,Pharmacy,2024-12-22 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Denver, CA",False,False,Online
TXN000078,ACC1253,Sarah Johnson,Business,-144.08,26090.99,debit,Groceries,2025-02-10 23:33:24,Groceries - Whole Foods,Whole Foods,"Denver, MI",False,False,Mobile
TXN000079,ACC1468,Andrew Miller,Business,-22.81,9628.39,debit,Pharmacy,2025-05-03 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Phoenix, CO",False,False,ATM
TXN000080,ACC1285,Timothy Jackson,Checking,1825.69,34144.41,credit,Freelance,2025-05-14 23:33:24,Freelance - Freelance,Freelance,"Philadelphia, CA",False,False,Branch
TXN000081,ACC1178,Kimberly Hill,Savings,-161.14,21987.1,debit,Dining,2025-01-24 23:33:24,Dining - Uber Eats,Uber Eats,"Detroit, CA",False,False,Mobile
TXN000082,ACC1439,Joseph Wright,Savings,-313.24,33163.62,debit,Pharmacy,2025-01-05 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Los Angeles, CA",False,False,Mobile
TXN000083,ACC1412,Brian Hernandez,Checking,-367.75,42598.62,debit,Healthcare,2025-04-28 23:33:24,Healthcare - Quest Diagnostics,Quest Diagnostics,"Seattle, NY",False,False,Mobile
TXN000084,ACC1439,Joseph Wright,Savings,78.08,33377.95,credit,Refund,2025-08-14 23:33:24,Refund - Refund,Refund,"San Antonio, AZ",False,False,Online
TXN000085,ACC1161,Ronald Martinez,Savings,-412.93,12159.63,debit,Transportation,2025-05-09 23:33:24,Transportation - Lyft,Lyft,"Seattle, CA",False,False,Mobile
TXN000086,ACC1024,Ronald Miller,Business,-398.67,29705.48,debit,Transportation,2025-06-08 23:33:24,Transportation - Uber,Uber,"Houston, CA",False,False,Online
TXN000087,ACC1292,Jessica Garcia,Savings,-345.48,33391.13,debit,Shopping,2025-03-31 23:33:24,Shopping - Apple Store,Apple Store,"Los Angeles, TX",False,False,Branch
TXN000088,ACC1378,Laura Garcia,Business,-143.59,36624.62,debit,Entertainment,2025-12-02 23:33:24,Entertainment - Netflix,Netflix,"San Diego, MI",False,False,Branch
TXN000089,ACC1409,Amy Hernandez,Business,-70.1,28421.12,debit,Groceries,2025-01-18 23:33:24,Groceries - Walmart,Walmart,"San Antonio, CA",False,False,Mobile
TXN000090,ACC1053,Ashley Jackson,Business,-333.1,32491.72,debit,Insurance,2025-06-09 23:33:24,Insurance - Insurance,Insurance,"Austin, CO",False,False,Mobile
TXN000091,ACC1482,Kevin Nguyen,Business,-241.72,48434.1,debit,Gas Station,2024-12-27 23:33:24,Gas Station - Gas Station,Gas Station,"Jacksonville, MA",False,False,ATM
TXN000092,ACC1481,Robert Harris,Savings,344.21,6059.16,credit,Refund,2025-09-22 23:33:24,Refund - Refund,Refund,"Seattle, FL",False,False,Mobile
TXN000093,ACC1195,Melissa Harris,Checking,-344.26,47900.18,debit,Gas Station,2025-10-23 23:33:24,Gas Station - Gas Station,Gas Station,"San Diego, TX",False,True,Online
TXN000094,ACC1133,Melissa Flores,Checking,-48.07,23144.75,debit,Insurance,2025-09-20 23:33:24,Insurance - Insurance,Insurance,"San Antonio, MI",False,False,Branch
TXN000095,ACC1218,Ashley Brown,Savings,-247.77,6462.67,debit,Groceries,2025-05-02 23:33:24,Groceries - Costco,Costco,"Jacksonville, TX",False,False,Branch
TXN000096,ACC1073,Sarah Lopez,Business,-393.36,36669.23,debit,Gas Station,2025-11-11 23:33:24,Gas Station - Gas Station,Gas Station,"San Jose, TX",False,False,Online
TXN000097,ACC1223,David Rodriguez,Business,-100.0,16943.62,debit,ATM Withdrawal,2025-03-19 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Atlanta, PA",False,False,ATM
TXN000098,ACC1280,Patricia Rodriguez,Checking,-170.64,40250.38,debit,Insurance,2025-05-08 23:33:24,Insurance - Insurance,Insurance,"Los Angeles, CA",False,False,ATM
TXN000099,ACC1002,Elizabeth White,Checking,-117.15,24222.42,debit,Gas Station,2025-12-02 23:33:24,Gas Station - Gas Station,Gas Station,"Seattle, MA",False,False,ATM
TXN000100,ACC1197,Richard Clark,Savings,-402.45,11674.55,debit,Online Purchase,2025-11-07 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Phoenix, CA",False,False,Online
TXN000101,ACC1395,John Brown,Checking,57.0,49034.37,credit,Interest,2025-11-04 23:33:24,Interest - Interest,Interest,"Denver, PA",False,False,Branch
TXN000102,ACC1488,Barbara Jones,Savings,-98.73,4820.8,debit,Entertainment,2025-06-13 23:33:24,Entertainment - AMC Theatres,AMC Theatres,"Denver, CA",False,False,Branch
TXN000103,ACC1015,George Robinson,Checking,-156.6,24919.06,debit,Dining,2025-09-04 23:33:24,Dining - Chipotle,Chipotle,"San Antonio, MA",False,False,Branch
TXN000104,ACC1175,Edward Flores,Savings,924.02,6404.8,credit,Freelance,2025-07-27 23:33:24,Freelance - Freelance,Freelance,"Seattle, CA",False,False,ATM
TXN000105,ACC1141,Ronald Lewis,Savings,-79.62,19785.61,debit,Entertainment,2025-11-09 23:33:24,Entertainment - AMC Theatres,AMC Theatres,"Seattle, CA",False,False,Online
TXN000106,ACC1424,Karen Hernandez,Savings,-48.7,42709.14,debit,Shopping,2025-07-31 23:33:24,Shopping - Macy's,Macy's,"Los Angeles, PA",False,False,Online
TXN000107,ACC1345,Dorothy Brown,Checking,-441.92,13952.03,debit,Subscription,2025-06-25 23:33:24,Subscription - Subscription,Subscription,"Jacksonville, FL",True,False,Online
TXN000108,ACC1052,Sharon Moore,Checking,-292.13,13366.44,debit,Utilities,2025-03-28 23:33:24,Utilities - National Grid,National Grid,"Miami, TX",True,False,Online
TXN000109,ACC1444,Mark Smith,Checking,-495.8,26787.02,debit,Insurance,2025-01-31 23:33:24,Insurance - Insurance,Insurance,"San Diego, CO",False,False,ATM
TXN000110,ACC1068,Amanda Ramirez,Business,-70.54,47145.45,debit,Online Purchase,2025-02-19 23:33:24,Online Purchase - Online Purchase,Online Purchase,"San Antonio, CO",False,False,Phone
TXN000111,ACC1013,Rebecca Martin,Savings,-317.03,24744.45,debit,Subscription,2025-10-28 23:33:24,Subscription - Subscription,Subscription,"Philadelphia, PA",True,False,Mobile
TXN000112,ACC1108,Jeffrey Davis,Savings,-441.73,39222.21,debit,Subscription,2025-02-25 23:33:24,Subscription - Subscription,Subscription,"Houston, TX",True,False,Mobile
TXN000113,ACC1035,Gary Lewis,Business,-181.18,40055.46,debit,Insurance,2025-10-27 23:33:24,Insurance - Insurance,Insurance,"Chicago, TX",False,False,Online
TXN000114,ACC1272,Daniel Sanchez,Checking,-105.19,46668.65,debit,Groceries,2025-04-15 23:33:24,Groceries - Kroger,Kroger,"Los Angeles, CA",False,False,Branch
TXN000115,ACC1195,Melissa Harris,Checking,-93.62,47546.93,debit,Dining,2025-04-26 23:33:24,Dining - Starbucks,Starbucks,"Denver, TX",False,False,Mobile
TXN000116,ACC1338,Sarah Allen,Savings,-135.64,8924.28,debit,Entertainment,2025-07-06 23:33:24,Entertainment - AMC Theatres,AMC Theatres,"San Jose, TX",False,False,Mobile
TXN000117,ACC1065,Susan Clark,Business,-470.97,5208.43,debit,Healthcare,2025-04-21 23:33:24,Healthcare - Quest Diagnostics,Quest Diagnostics,"Atlanta, TX",False,False,ATM
TXN000118,ACC1182,Elizabeth Nguyen,Business,-86.08,45023.71,debit,Online Purchase,2025-09-25 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Jacksonville, FL",False,False,ATM
TXN000119,ACC1178,Kimberly Hill,Savings,-193.79,22320.28,debit,Shopping,2025-02-25 23:33:24,Shopping - Amazon,Amazon,"Philadelphia, AZ",False,False,Online
TXN000120,ACC1197,Richard Clark,Savings,-141.02,12417.52,debit,Transportation,2025-01-08 23:33:24,Transportation - MTA,MTA,"Phoenix, TX",False,False,Mobile
TXN000121,ACC1010,Kenneth Sanchez,Savings,-64.58,49609.32,debit,Utilities,2025-09-03 23:33:24,Utilities - Con Edison,Con Edison,"New York, WA",True,False,ATM
TXN000122,ACC1348,Kimberly Torres,Business,285.1,31322.71,credit,Interest,2025-11-30 23:33:24,Interest - Interest,Interest,"Austin, CA",False,False,Online
TXN000123,ACC1226,Nancy Wright,Business,-331.91,16794.04,debit,Gas Station,2025-11-03 23:33:24,Gas Station - Gas Station,Gas Station,"Philadelphia, CO",False,False,Online
TXN000124,ACC1265,Joshua Young,Savings,-279.06,23273.26,debit,Transportation,2025-11-11 23:33:24,Transportation - Airport Parking,Airport Parking,"Chicago, TX",False,False,ATM
TXN000125,ACC1479,Patricia Harris,Savings,-431.38,29743.06,debit,Healthcare,2025-10-13 23:33:24,Healthcare - CVS Pharmacy,CVS Pharmacy,"Los Angeles, TX",False,False,ATM
TXN000126,ACC1240,Mark Scott,Business,-125.28,17205.2,debit,Groceries,2025-03-07 23:33:24,Groceries - Kroger,Kroger,"Phoenix, CA",False,False,Online
TXN000127,ACC1496,Jason Miller,Business,-1252.07,24937.77,debit,Rent/Mortgage,2025-02-05 23:33:24,Rent/Mortgage - Rent/Mortgage,Rent/Mortgage,"Dallas, CA",True,False,Online
TXN000128,ACC1440,Mary Rodriguez,Savings,-9.19,46852.46,debit,Subscription,2025-03-16 23:33:24,Subscription - Subscription,Subscription,"Los Angeles, CO",True,False,Online
TXN000129,ACC1059,Jennifer Johnson,Business,106.75,16213.19,credit,Transfer In,2025-02-19 23:33:24,Transfer In - Transfer In,Transfer In,"Seattle, AZ",False,False,Mobile
TXN000130,ACC1391,Nancy White,Savings,-54.82,32960.94,debit,Insurance,2025-05-22 23:33:24,Insurance - Insurance,Insurance,"Boston, IL",False,False,ATM
TXN000131,ACC1362,Joseph Robinson,Business,-229.94,15466.8,debit,Shopping,2025-04-10 23:33:24,Shopping - Amazon,Amazon,"Houston, FL",False,False,Mobile
TXN000132,ACC1033,Brian Brown,Checking,-393.56,10242.75,debit,Healthcare,2025-02-12 23:33:24,Healthcare - Hospital Copay,Hospital Copay,"Detroit, FL",False,False,Mobile
TXN000133,ACC1009,Andrew White,Business,288.51,3512.67,credit,Dividend,2025-08-12 23:33:24,Dividend - Dividend,Dividend,"Chicago, TX",False,False,Online
TXN000134,ACC1367,Matthew Smith,Savings,1522.37,27732.66,credit,Bonus,2025-01-22 23:33:24,Bonus - Bonus,Bonus,"Jacksonville, FL",False,False,Mobile
TXN000135,ACC1119,Rebecca Thomas,Savings,2542.97,48987.05,credit,Bonus,2025-11-11 23:33:24,Bonus - Bonus,Bonus,"Houston, MI",False,False,Mobile
TXN000136,ACC1003,Christopher Miller,Savings,-113.81,23906.07,debit,Dining,2025-07-20 23:33:24,Dining - Chipotle,Chipotle,"San Diego, PA",False,True,ATM
TXN000137,ACC1222,Joshua Moore,Business,-452.77,2904.88,debit,Online Purchase,2025-09-25 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Houston, TX",False,False,Mobile
TXN000138,ACC1109,Donald Flores,Savings,-296.22,38059.42,debit,Transportation,2025-08-02 23:33:24,Transportation - Lyft,Lyft,"Houston, CA",False,False,ATM
TXN000139,ACC1081,Joshua Johnson,Savings,-85.26,34285.19,debit,Online Purchase,2025-10-18 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Detroit, TX",False,False,ATM
TXN000140,ACC1100,Joseph Brown,Savings,-211.27,27837.28,debit,Healthcare,2025-11-01 23:33:24,Healthcare - Walgreens,Walgreens,"Chicago, CO",False,False,Online
TXN000141,ACC1450,Jennifer Gonzalez,Checking,-112.29,18693.78,debit,Groceries,2025-01-11 23:33:24,Groceries - Safeway,Safeway,"Phoenix, CA",False,False,Online
TXN000142,ACC1033,Brian Brown,Checking,141.47,10594.58,credit,Dividend,2025-06-03 23:33:24,Dividend - Dividend,Dividend,"Austin, TX",False,False,Online
TXN000143,ACC1125,Jacob Robinson,Business,-327.36,42089.63,debit,Pharmacy,2025-11-03 23:33:24,Pharmacy - Pharmacy,Pharmacy,"Phoenix, MA",False,False,Branch
TXN000144,ACC1088,Michelle Young,Checking,-80.0,40286.65,debit,ATM Withdrawal,2025-03-02 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Houston, NY",False,False,ATM
TXN000145,ACC1326,Christopher Allen,Business,-452.83,45552.6,debit,Healthcare,2024-12-16 23:33:24,Healthcare - Walgreens,Walgreens,"Detroit, CA",False,False,Mobile
TXN000146,ACC1333,Cynthia Hernandez,Savings,177.52,44917.32,credit,Interest,2025-02-26 23:33:24,Interest - Interest,Interest,"Philadelphia, FL",False,False,ATM
TXN000147,ACC1411,George Jackson,Business,-360.35,5193.08,debit,Online Purchase,2025-08-31 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Dallas, PA",False,False,Phone
TXN000148,ACC1152,Timothy Allen,Business,-80.0,38924.45,debit,ATM Withdrawal,2025-07-05 23:33:24,ATM Withdrawal - ATM Withdrawal,ATM Withdrawal,"Jacksonville, GA",False,False,ATM
TXN000149,ACC1423,William Wright,Business,907.92,11649.67,credit,Freelance,2024-12-25 23:33:24,Freelance - Freelance,Freelance,"Seattle, NY",False,False,ATM
TXN000150,ACC1051,Deborah Ramirez,Business,-71.73,9400.89,debit,Entertainment,2024-12-13 23:33:24,Entertainment - Netflix,Netflix,"Philadelphia, PA",False,False,ATM
TXN000151,ACC1087,Jennifer Martinez,Business,-405.39,39408.29,debit,Online Purchase,2024-12-25 23:33:24,Online Purchase - Online Purchase,Online Purchase,"Philadelphia, CA",False,False,Branch
